Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,2.669724,8.133958,78.69479,3.188928,17.91806,11.56938,66.45325,30.71034,22.15244,162.0711,26.15682,19.45081,10.85394,19.5,22.62379,24.26328
9.987346,6.06431,79.97941,2.675289,8.662029,10.1727,76.33333,7.851512,16.91108,148.6481,17.01966,45.17693,13.58827,2.013942,10.9074,11.53008, ,0.06405926,0.0162921,0.03295898,0.6234379,0.232666,0.06189728,0.6727371,1.68222,2.072087,0.5553741,1.924589,1.632538,0.1795301,0.2229939,0.3439322,0.4420605, ,9.196146,-1.808472,3.712105,-0.2954102,4.251252,-3.186462,-11.16861,-3.704865,-7.116547,-3.544067,-16.00742,44.34477,-1.911163,1.27756,10.24568,-8.359314, ,-3.153076,0.6099375,-5.43045,-2.653656,-1.99411,3.618905,11.23786,6.919673,11.74399,-148.6508,-5.799988,9.684642,-12.6348,0.1776469,3.76157,-7.821411, ,2.056047,-5.766144,-79.93008,0.1774295,7.207378,8.860042,73.82436,-0.5487976,-10.66269,0.5972239,-0.006713867,3.434241,-4.425262,1.548897,0.3204819,-0.9553528,,,,,,,,,,,,,,,,,
9.881166,6.09188,79.88678,2.063849,8.924069,10.19563,75.75008,13.731,13.4098,149.1902,18.66197,43.32973,13.38163,2.640834,10.6103,12.09183, ,0.1061792,0.02756977,0.09262848,0.6114399,0.2620401,0.02293205,0.5832443,5.879487,3.501281,0.5420685,1.642303,1.847198,0.2066393,0.6268919,0.297102,0.5617495, ,9.069143,-1.795593,4.449417,-0.2798157,5.035586,-3.179688,-12.8418,-2.462524,-8.263641,-3.477386,-17.38361,42.09423,-2.251648,2.073012,10.00341,-9.07193, ,-3.223328,0.7008951,-4.496643,-2.041382,-1.850983,3.683243,11.43456,13.33617,6.226668,-149.193,-6.871582,11.37064,-12.32864,0.7046536,3.554799,-7.862427, ,2.002091,-5.790192,-79.85278,-0.1147766,7.053227,8.860827,72.78144,-2.468445,-9.007874,0.5829247,0.483167,3.701902,-4.465332,1.48971,0.3671348,-0.9947815,,,,,,,,,,,,,,,,,
9.752326,6.11779,79.81286,1.471901,9.139723,10.22541,75.20232,14.58442,13.69307,149.7255,20.00092,41.33966,13.16343,3.514497,10.38263,12.61976, ,0.1288404,0.0259099,0.0739212,0.5919473,0.2156534,0.02978134,0.54776,0.8534203,0.2832632,0.5352936,1.338953,1.99007,0.2182045,0.8736629,0.2276707,0.5279293, ,8.933355,-1.783264,5.145339,-0.2215271,5.605705,-3.173798,-14.42984,-1.990509,-8.649109,-3.478088,-18.60062,39.70724,-2.317139,2.888808,9.857435,-9.808563, ,-3.260284,0.804914,-3.605774,-1.40863,-1.638275,3.768982,11.81532,14.29082,6.387747,-149.7264,-7.477997,12.57799,-12.04993,1.352756,3.27347,-7.798492, ,1.929515,-5.809387,-79.76868,-0.3629761,6.953793,8.859122,71.7032,-2.399414,-8.993103,0.511167,0.8856092,3.95336,-4.537964,1.510208,0.4275758,-1.015625,,,,,,,,,,,,,,,,,
9.599097,6.158358,79.73316,0.9253425,9.286678,10.2522,74.68777,15.47385,13.95763,150.2512,20.9943,39.02731,12.84954,4.530235,10.24952,13.25749, ,0.1532288,0.04056835,0.07969666,0.5465589,0.1469555,0.02679062,0.5145569,0.8894329,0.2645664,0.5257111,0.9933815,2.312355,0.3138905,1.015738,0.1331043,0.6377306, ,8.78952,-1.752686,5.742389,-0.1216736,5.963303,-3.184448,-15.90894,-1.62616,-9.018616,-3.544098,-19.62097,37.12078,-2.181274,3.683439,9.837473,-10.59824, ,-3.256927,0.9075921,-2.76712,-0.7190247,-1.396179,3.870319,12.37837,15.23581,6.541564,-150.2492,-7.62027,13.01359,-11.7149,2.195692,2.8713,-7.821991, ,1.840895,-5.847717,-79.6593,-0.5688477,6.912025,8.839773,70.58881,-2.398895,-8.958435,0.4102865,1.300592,3.839879,-4.599518,1.534381,0.5862051,-0.9961853,,,,,,,,,,,,,,,,,
9.598852,6.151743,79.74357,0.9228016,9.286257,10.26183,74.67922,15.47385,13.95679,150.2538,20.99149,39.02598,12.85052,4.532136,10.24952,13.25731, ,0.000245094,0.006615162,0.01040649,0.002540946,0.000421524,0.009627342,0.008544922,0,0.000843048,0.002532959,0.002811432,0.001327515,0.000975609,0.001900673,0,0.000177383, ,8.789475,-1.763336,5.752759,-0.1192017,5.963059,-3.183685,-15.90854,-1.62616,-9.017853,-3.544891,-19.61682,37.11783,-2.175873,3.684237,9.838157,-10.5986, ,-3.255676,0.9127345,-2.771118,-0.7168274,-1.396088,3.874272,12.37803,15.23581,6.542549,-150.2517,-7.62326,13.01867,-11.71729,2.198229,2.868702,-7.821136, ,1.842162,-5.836975,-79.66946,-0.568634,6.91154,8.849195,70.5801,-2.398895,-8.957062,0.4097116,1.299804,3.843186,-4.599182,1.535144,0.586041,-0.9963379,,,,,,,,,,,,,,,,,
9.420876,6.162299,79.70766,0.7380708,9.375354,10.28829,74.20879,16.39763,14.11966,150.7954,21.52264,36.1852,12.58491,5.724636,10.21391,14.03119, ,0.1779766,0.01055574,0.03590393,0.1847307,0.08909702,0.02646828,0.4704285,0.9237823,0.1628723,0.5416412,0.5311489,2.840782,0.2656088,1.1925,0.03561783,0.7738838, ,8.63559,-1.752899,6.311077,-0.006713867,6.171981,-3.203796,-17.27267,-1.450653,-9.266174,-3.695313,-20.29831,34.15306,-1.830078,4.492119,9.932465,-11.4108, ,-3.208893,1.043308,-2.035675,-0.008453369,-1.129028,4.001229,13.11286,16.1782,6.678149,-150.7896,-7.304321,12.74718,-11.43253,3.245485,2.320785,-8.032257, ,1.750258,-5.831268,-79.58954,-0.7378235,6.909395,8.81249,69.44152,-2.472046,-8.879974,0.3035335,1.631683,3.451664,-4.762177,1.570508,0.7849742,-0.934906,,,,,,,,,,,,,,,,,
9.42071,6.155942,79.71767,0.7401887,9.373933,10.29949,74.19921,16.39495,14.12211,150.7954,21.52121,36.18374,12.58528,5.726687,10.21299,14.02996, ,0.000165939,0.006356716,0.01000977,0.002117872,0.001420975,0.01119137,0.00958252,0.002681732,0.002445221,0,0.001426697,0.0014534,0.00037384,0.002051353,0.000920296,0.00123024, ,8.634998,-1.76355,6.324072,-0.003875732,6.167114,-3.200836,-17.27444,-1.44989,-9.267548,-3.695313,-20.29498,34.14988,-1.826599,4.492318,9.932226,-11.40936, ,-3.208374,1.048525,-2.041443,-0.007415771,-1.13205,4.006131,13.11449,16.17557,6.679938,-150.7896,-7.309601,12.75212,-11.43408,3.248274,2.317852,-8.031799, ,1.752734,-5.820526,-79.59915,-0.7399902,6.911098,8.824241,69.43035,-2.471985,-8.88147,0.3035335,1.630244,3.45247,-4.761169,1.571618,0.7840587,-0.9361877,,,,,,,,,,,,,,,,,
9.241176,6.141296,79.71495,1.136414,9.44596,10.33223,73.76305,17.36173,14.1605,151.3302,21.57988,32.8889,12.67266,7.081547,10.28014,14.74572, ,0.179534,0.01464605,0.002723694,0.3962249,0.07202721,0.03274536,0.4361649,0.9667797,0.03839779,0.53479,0.05867195,3.294842,0.08737564,1.35486,0.06715488,0.7157574, ,8.491883,-1.753784,6.843659,0.08385178,6.275842,-3.222748,-18.50797,-1.513,-9.353821,-3.936371,-20.60831,30.89677,-1.465637,5.359678,10.10968,-12.2287, ,-3.129425,1.205361,-1.429871,0.6907951,-0.8418274,4.147717,14.0049,17.13155,6.782062,-151.3191,-6.503265,11.86721,-11.45425,4.386533,1.697743,-8.124664, ,1.658091,-5.779572,-79.54431,-0.8985291,6.966986,8.784937,68.26437,-2.628723,-8.781586,0.1817762,1.921842,2.838241,-5.084686,1.701836,0.9411461,-0.8334656,,,,,,,,,,,,,,,,,
9.087884,6.1069,79.76231,1.711389,9.51761,10.40781,73.32264,18.35116,14.13749,151.837,21.27279,29.22935,13.0958,8.534562,10.43811,15.5889, ,0.1532917,0.03439569,0.04736328,0.574975,0.07164955,0.07557869,0.4404068,0.9894314,0.02301502,0.5067749,0.3070946,3.65955,0.4231462,1.453015,0.1579742,0.8431797, ,8.382425,-1.77652,7.373054,0.1188429,6.310156,-3.242401,-19.61261,-1.788513,-9.325012,-4.260193,-20.578,27.39281,-1.240173,6.304099,10.3372,-13.04626, ,-3.029877,1.391342,-0.9439697,1.345369,-0.5343933,4.302678,15.03171,18.08833,6.853667,-151.8193,-5.393005,10.607,-11.77454,5.536734,1.08668,-8.450134, ,1.571572,-5.696686,-79.53369,-1.050171,7.079267,8.787456,67.03446,-2.842468,-8.719421,0.05835199,2.106933,2.133449,-5.480713,1.908378,1.063331,-0.6636353,,,,,,,,,,,,,,,,,
8.990719,6.048018,79.77825,2.257998,9.624615,10.50801,72.92015,19.32376,14.13433,152.2904,20.80049,25.38772,13.633,9.972584,10.69924,16.30195, ,0.09716511,0.05888224,0.01593781,0.5466096,0.1070051,0.1002016,0.4024887,0.972599,0.003164291,0.4534302,0.4722958,3.841633,0.5372009,1.438022,0.2611237,0.7130527, ,8.325715,-1.745361,7.855212,0.08756272,6.350304,-3.243561,-20.61267,-2.168365,-9.305939,-4.615662,-20.31284,23.74071,-1.194672,7.281927,10.63611,-13.86105, ,-2.919067,1.549803,-0.5011292,1.917718,-0.2101135,4.429678,16.14086,19.01303,6.914625,-152.2649,-4.331268,9.25259,-12.21841,6.605145,0.443716,-8.53186, ,1.536901,-5.603546,-79.48804,-1.187927,7.221445,8.83879,65.79529,-3.093445,-8.688385,-0.0642395,2.227644,1.425878,-5.813446,2.164993,1.116618,-0.4695129,,,,,,,,,,,,,,,,,
8.887032,6.021938,79.83186,2.711904,9.79954,10.61288,72.52855,20.24939,14.22381,152.6926,20.3609,21.56079,14.06716,11.29132,11.0575,17.09147, ,0.1036873,0.02607965,0.05361176,0.4539058,0.1749249,0.1048717,0.3916016,0.9256229,0.08948708,0.4022217,0.4395905,3.826925,0.4341564,1.318741,0.3582659,0.7895184, ,8.281207,-1.731842,8.349226,-0.03457642,6.458968,-3.245087,-21.52039,-2.551544,-9.39563,-4.951569,-19.99457,20.12202,-1.208496,8.243748,10.99851,-14.69098, ,-2.761688,1.751405,-0.1083984,2.37948,0.1129021,4.604208,17.27921,19.88608,6.985624,-152.6583,-3.500244,7.884326,-12.57199,7.504586,-0.09909058,-8.733337, ,1.483058,-5.522125,-79.47464,-1.301514,7.379125,8.869074,64.53527,-3.349243,-8.693115,-0.1908875,2.368299,0.773019,-6.075806,2.443363,1.128853,-0.1817627,,,,,,,,,,,,,,,,,
8.841601,5.920307,79.92245,3.355896,10.26778,10.77952,71.83125,21.94622,14.62821,153.3936,19.60085,13.92938,14.36304,13.25962,11.9871,18.35639, ,0.04543018,0.1016312,0.09059143,0.6439915,0.4682417,0.1666393,0.6972961,1.696831,0.4043989,0.7009888,0.7600536,7.631409,0.2958794,1.968291,0.929595,1.264917, ,8.336634,-1.563019,9.239388,-0.4003296,6.818334,-3.155182,-23.08887,-3.140656,-9.939453,-5.471771,-19.40454,13.04873,-0.215332,10.03334,11.91632,-16.12448, ,-2.478455,1.993629,0.707317,2.989522,0.6552206,4.967255,19.39683,21.48099,7.157352,-153.3406,-2.316895,4.91712,-12.66168,8.453251,-0.3660583,-8.848083, ,1.425773,-5.378723,-79.41592,-1.482025,7.692804,8.900047,62.12581,-3.903076,-8.668457,-0.4585571,1.984076,0.5436205,-6.767365,2.852162,1.213317,0.3856767,,,,,,,,,,,,,,,,,
8.896195,5.909849,79.88846,3.572158,10.46009,10.87963,71.46375,22.69083,14.86489,153.7156,19.36827,10.45672,13.63778,13.97572,12.52513,18.77587, ,0.05459404,0.01045799,0.03399658,0.2162628,0.1923094,0.1001024,0.3675003,0.7446156,0.23668,0.321991,0.2325745,3.472666,0.7252607,0.7161055,0.5380278,0.4194775, ,8.430665,-1.456329,9.687764,-0.6103821,6.97534,-3.107208,-23.72366,-3.379425,-10.27856,-5.641724,-19.23804,9.792978,-1.4263,10.82102,12.44097,-16.6236, ,-2.355469,2.093409,1.030508,3.156052,0.8355829,5.0708,20.42389,22.18509,7.229824,-153.6532,-1.982391,3.583306,-11.61597,8.650376,-0.1708374,-8.829285, ,1.42761,-5.358521,-79.30386,-1.575409,7.805867,8.978203,60.91572,-4.127655,-8.642609,-0.6003723,1.457767,1.160793,-6.87085,2.897388,1.424161,0.6286901,,,,,,,,,,,,,,,,,
8.896371,5.90521,79.9007,3.571939,10.46114,10.88935,71.45419,22.69031,14.86162,153.7166,19.36559,10.45514,13.63594,13.97842,12.5255,18.77578, ,0.000175476,0.004639149,0.01223755,0.000219107,0.001049042,0.009721756,0.009559631,0.000522614,0.003274918,0.00100708,0.002679825,0.001574516,0.001840591,0.002695084,0.000376701,8.39E-05, ,8.430213,-1.466949,9.700627,-0.6103821,6.977329,-3.104065,-23.72208,-3.381866,-10.27704,-5.641693,-19.23499,9.79054,-1.426514,10.82085,12.44144,-16.62411, ,-2.357666,2.097596,1.023609,3.155734,0.8380895,5.07476,20.42784,22.18386,7.229111,-153.6541,-1.985535,3.585647,-11.61478,8.654463,-0.1751709,-8.828217, ,1.427895,-5.34903,-79.31543,-1.575592,7.805363,8.988725,60.90386,-4.130493,-8.638947,-0.6018066,1.459464,1.159967,-6.869263,2.900197,1.422133,0.629795,,,,,,,,,,,,,,,,,
8.995859,5.88901,79.86192,3.752769,10.58841,10.9079,71.18275,23.38418,15.05081,154.0371,19.22662,7.70865,13.42915,14.69234,13.14214,19.09826, ,0.09948826,0.01619959,0.03877258,0.1808298,0.1272697,0.01855564,0.2714462,0.6938744,0.1891928,0.3205414,0.1389713,2.746494,0.2067852,0.7139273,0.6166363,0.3224831, ,8.553869,-1.406586,10.16964,-0.8027954,7.091033,-3.028656,-24.33054,-3.649597,-10.56146,-5.801605,-19.13855,6.864172,-0.9303589,11.58861,13.04818,-17.10968, ,-2.27005,2.176822,1.287659,3.269436,0.929404,5.127868,21.40448,22.83532,7.269108,-153.9651,-1.837616,2.796714,-11.26248,8.853644,-0.04455566,-8.606934, ,1.457411,-5.315399,-79.19626,-1.681427,7.871228,9.00844,59.79839,-4.33432,-8.610382,-0.741394,0.6710839,2.295775,-7.175781,2.968988,1.566621,0.92014,,,,,,,,,,,,,,,,,
8.995859,5.88901,79.86159,3.753812,10.58737,10.91767,71.17192,23.3858,15.05081,154.0396,19.22532,7.709361,13.42717,14.69453,13.14357,19.09682, ,0,0,0.000335693,0.001042843,0.001036644,0.009768486,0.01082611,0.001619339,0,0.002487183,0.001308441,0.000711441,0.00198555,0.00219059,0.001432419,0.001441956, ,8.553869,-1.406586,10.17202,-0.7998352,7.088091,-3.025574,-24.32813,-3.650818,-10.56146,-5.802307,-19.13727,6.863477,-0.9427185,11.58812,13.04986,-17.10886, ,-2.27005,2.176822,1.286045,3.270465,0.9285359,5.13172,21.40705,22.83667,7.269108,-153.9676,-1.83725,2.798772,-11.25912,8.857555,-0.04748535,-8.605408, ,1.457411,-5.315399,-79.1958,-1.683441,7.872462,9.019032,59.78608,-4.335358,-8.610382,-0.7418823,0.6701226,2.298076,-7.1745,2.971043,1.564358,0.9198533,,,,,,,,,,,,,,,,,
9.115774,5.908391,79.74806,3.956665,10.64113,10.90043,70.95109,24.01595,15.19531,154.3259,19.14198,6.139383,13.29548,15.42604,13.78381,19.24637, ,0.119915,0.01938105,0.1135254,0.2028527,0.05375862,0.01724434,0.2208328,0.6301441,0.1445026,0.2862854,0.08333397,1.569978,0.13169,0.7315025,0.6402359,0.1495457, ,8.677847,-1.378662,10.58162,-0.9668274,7.166616,-2.990479,-24.83319,-3.941315,-10.78696,-5.971527,-19.04938,4.245415,-0.3621216,12.37502,13.68031,-17.42944, ,-2.251099,2.196982,1.531524,3.40137,0.9227673,5.092815,22.35006,23.42142,7.291097,-154.2458,-1.754486,2.512327,-10.92328,9.067285,0.03277782,-8.292969, ,1.493356,-5.335693,-79.00519,-1.804443,7.874982,9.03424,58.77373,-4.52417,-8.580841,-0.842041,-0.4659424,3.750419,-7.548065,2.963429,1.69385,1.279731,,,,,,,,,,,,,,,,,
9.224032,5.938531,79.60136,4.200618,10.63089,10.84622,70.79331,24.56986,15.295,154.5687,19.27364,6.360032,13.34159,16.11742,14.43737,19.29411, ,0.1082582,0.03013945,0.1467056,0.2439537,0.01024342,0.05421162,0.1577759,0.5539169,0.09968662,0.2427979,0.1316605,0.2206488,0.04611778,0.6913834,0.6535625,0.04774475, ,8.766597,-1.415955,10.93774,-1.103333,7.22029,-3.013977,-25.28467,-4.175262,-10.96967,-6.116821,-19.06039,2.03628,0.1297379,13.17701,14.3163,-17.63245, ,-2.310638,2.156023,1.76043,3.578795,0.8472419,4.974279,23.17781,23.93803,7.296194,-154.4833,-2.102386,3.189439,-10.69504,9.192723,0.2256939,-7.943909, ,1.53693,-5.376282,-78.78555,-1.937805,7.815595,9.02916,57.89488,-4.688202,-8.530426,-0.8941345,-1.636139,5.169911,-7.998596,2.839135,1.885391,1.748766,,,,,,,,,,,,,,,,,
9.278744,5.963137,79.41187,4.466713,10.58115,10.73602,70.73738,25.05302,15.36388,154.7251,19.82886,7.7414,13.71396,16.69746,15.11612,19.19637, ,0.05471134,0.02460623,0.1894836,0.2660952,0.04973507,0.1101913,0.05593109,0.4831581,0.06887913,0.1564331,0.5552177,1.381368,0.3723679,0.5800438,0.6787491,0.09773827, ,8.77955,-1.486755,11.20206,-1.235443,7.299952,-3.082275,-25.74496,-4.268066,-11.11249,-6.158844,-19.41547,0.5707484,0.4210379,13.91373,14.98751,-17.6618, ,-2.435944,2.051509,1.988149,3.786029,0.7449986,4.771441,23.79259,24.4073,7.305841,-154.6399,-3.364014,5.302714,-10.78668,9.195171,0.4316444,-7.55072, ,1.58332,-5.425323,-78.53174,-2.064941,7.676414,8.986673,57.22461,-4.805725,-8.46582,-0.879303,-1.74762,5.639741,-8.510773,2.657818,1.983305,2.349869,,,,,,,,,,,,,,,,,
9.288872,5.950781,79.22091,4.733569,10.49906,10.61325,70.76335,25.48337,15.40373,154.7851,20.4966,9.415301,14.37058,17.15671,15.88412,18.93988, ,0.01012802,0.01235628,0.1909637,0.2668557,0.0820961,0.1227713,0.02597046,0.4303474,0.03985405,0.05993652,0.667738,1.673902,0.6566143,0.4592438,0.7679996,0.2564926, ,8.724581,-1.561279,11.37576,-1.370667,7.401155,-3.160004,-26.24591,-4.190155,-11.22885,-6.127686,-19.89041,-0.08816528,0.4829546,14.56457,15.75087,-17.48871, ,-2.604523,1.903952,2.153128,4.008633,0.6599291,4.528917,24.13021,24.85511,7.316651,-154.7045,-4.765503,7.95448,-11.27817,9.082561,0.6618149,-7.103973, ,1.656219,-5.443939,-78.29431,-2.161072,7.465541,8.943077,56.76955,-4.852356,-8.375854,-0.8075867,-0.8134766,5.03448,-8.95517,2.40116,2.044403,3.097549,,,,,,,,,,,,,,,,,
9.291149,5.923745,79.00594,4.997307,10.39538,10.51122,70.81226,25.90537,15.42507,154.7701,20.77706,10.49629,14.92165,17.53725,16.78539,18.49895, ,0.002277374,0.02703571,0.2149658,0.2637382,0.1036797,0.1020346,0.04890442,0.4220028,0.02133942,0.01502991,0.2804623,1.080993,0.5510731,0.3805447,0.9012699,0.4409351, ,8.651508,-1.597107,11.4441,-1.535797,7.507796,-3.17392,-26.78329,-4.014465,-11.30838,-6.085022,-20.15527,-0.2305908,0.3047943,15.14239,16.644,-17.07285, ,-2.774017,1.769948,2.180352,4.235001,0.637108,4.317522,24.20863,25.31717,7.334425,-154.6957,-4.999573,9.494506,-11.92068,8.907045,0.9074473,-6.556335, ,1.752073,-5.448029,-78.0636,-2.221588,7.208991,8.927514,56.46141,-4.817841,-8.29187,-0.7087097,-0.3406677,4.45512,-9.018066,2.077476,2.121386,4.002252,,,,,,,,,,,,,,,,,
9.319526,5.864628,78.7752,5.262565,10.26649,10.4942,70.81797,26.37617,15.44572,154.7198,20.93025,10.63583,15.06374,17.86496,17.85048,17.92306, ,0.02837658,0.05911732,0.2307434,0.2652578,0.1288919,0.0170145,0.005714417,0.4707947,0.02064896,0.05026245,0.1531868,0.139533,0.142087,0.3277073,1.065094,0.5758839, ,8.605792,-1.552765,11.41191,-1.717285,7.564089,-3.057983,-27.30353,-3.792297,-11.35104,-6.019806,-20.46454,0.2617655,-0.004516602,15.61582,17.69769,-16.44702, ,-2.910583,1.708443,1.998995,4.470116,0.6968713,4.216307,24.04327,25.83816,7.373883,-154.6507,-4.202454,9.66798,-12.32327,8.771392,1.124275,-5.879883, ,1.877468,-5.414673,-77.8566,-2.251831,6.957899,9.001858,56.25007,-4.737762,-8.238892,-0.6317444,-0.7910461,4.452796,-8.679657,1.739851,2.235056,5.003655,,,,,,,,,,,,,,,,,
9.374852,5.789106,78.52369,5.509549,10.13542,10.51562,70.8111,26.17936,16.04035,154.6449,21.305,10.56321,15.05456,18.13262,19.10135,17.14274, ,0.05532646,0.07552195,0.2515106,0.2469835,0.1310692,0.02141285,0.006866455,0.1968117,0.5946341,0.07492065,0.3747501,0.07261562,0.009173393,0.267664,1.250868,0.7803268, ,8.59682,-1.438995,11.28745,-1.868073,7.533636,-2.840729,-27.68958,-3.52063,-11.46429,-5.91391,-20.94565,1.433884,-0.3701477,15.94033,18.93472,-15.49774, ,-3.000366,1.736381,1.638254,4.697885,0.825778,4.222796,23.61604,25.71567,8.268812,-154.5802,-3.334778,9.385737,-12.56598,8.755286,1.244261,-5.065277, ,2.023559,-5.354034,-77.66205,-2.269318,6.789346,9.101036,56.25566,-4.371887,-8.493256,-0.5802917,-1.531708,4.754687,-8.258484,1.41406,2.419522,6.06182,,,,,,,,,,,,,,,,,
9.374852,5.785724,78.53055,5.508838,10.13758,10.51755,70.80869,26.17845,16.04021,154.6474,21.30396,10.56551,15.05456,18.13609,19.10073,17.14067, ,0,0.003382206,0.006858826,0.000710964,0.002164841,0.001937866,0.002418518,0.000905991,0.000146866,0.0025177,0.00103569,0.002300262,0,0.00346756,0.000617981,0.002061844, ,8.59682,-1.441589,11.29212,-1.870697,7.538177,-2.838562,-27.68869,-3.520599,-11.46454,-5.914612,-20.94458,1.433113,-0.3701477,15.94202,18.93421,-15.49765, ,-3.000366,1.738209,1.633493,4.696561,0.8290621,4.223721,23.61786,25.71499,8.268954,-154.5827,-3.334259,9.387372,-12.56598,8.759547,1.240317,-5.060516, ,2.023559,-5.349243,-77.66888,-2.267914,6.78738,9.103621,56.25232,-4.3703,-8.492554,-0.5807495,-1.532593,4.756827,-8.258484,1.415014,2.419663,6.059311,,,,,,,,,,,,,,,,,
9.457982,5.694877,78.30051,5.690475,10.02205,10.57849,70.74624,26.25221,16.64866,154.5721,21.7972,10.52821,14.83508,18.36906,20.56842,16.22314, ,0.08312988,0.09084654,0.2300415,0.1816378,0.1155348,0.06093216,0.06244659,0.07376099,0.6084538,0.07531738,0.4932384,0.03730583,0.2194834,0.2329693,1.467684,0.917532, ,8.624993,-1.359497,11.15657,-1.920258,7.425498,-2.597961,-27.84326,-3.232758,-11.69809,-5.805054,-21.48724,3.19956,-0.7783508,16.14983,20.38893,-14.23001, ,-3.067719,1.824109,1.194498,4.891294,0.9979291,4.317276,23.00209,25.84878,9.023271,-154.5117,-2.797699,8.921594,-12.60165,8.870271,1.245062,-4.132813, ,2.163593,-5.242828,-77.50403,-2.26886,6.726323,9.207131,56.44,-4.131104,-8.696899,-0.5308838,-1.92511,4.847821,-7.719757,1.111694,2.65958,7.165658,,,,,,,,,,,,,,,,,
9.458313,5.687723,78.31549,5.691164,10.02111,10.58893,70.73652,26.25037,16.65177,154.5721,21.79492,10.5326,14.83281,18.36906,20.56853,16.22227, ,0.000330925,0.007153988,0.01498413,0.000688553,0.000938416,0.01044178,0.009719849,0.001836777,0.003112793,0,0.002277374,0.004390717,0.002274513,0,0.000114441,0.000871658, ,8.625743,-1.371765,11.1703,-1.917603,7.422858,-2.593994,-27.84091,-3.233032,-11.69937,-5.805054,-21.48398,3.195639,-0.7900391,16.14983,20.38892,-14.23007, ,-3.068024,1.831146,1.187401,4.892279,0.9970468,4.322702,23.00725,25.84693,9.024434,-154.5117,-2.80304,8.926613,-12.59909,8.870271,1.244011,-4.131439, ,2.16178,-5.229614,-77.51816,-2.270538,6.727919,9.217657,56.42704,-4.130737,-8.700592,-0.5308838,-1.926575,4.850666,-7.717194,1.111694,2.660742,7.164081,,,,,,,,,,,,,,,,,
9.545397,5.62237,78.10939,5.765116,9.989228,10.61355,70.66451,28.31836,15.98361,154.5271,22.13174,10.51331,14.43498,18.60771,22.24452,15.40057, ,0.08708382,0.06535339,0.2061005,0.07395172,0.03187943,0.02462006,0.07200623,2.067987,0.6681595,0.04493713,0.3368225,0.01929092,0.3978252,0.2386532,1.675985,0.8217001, ,8.671955,-1.368439,11.02916,-1.856934,7.288001,-2.379547,-27.78845,-3.194763,-11.8205,-5.7836,-21.87463,5.328459,-1.291443,16.35869,22.04819,-12.73816, ,-3.116821,1.945665,0.7853963,5.006529,1.19014,4.465454,22.33194,27.90464,7.782618,-154.4712,-2.405487,8.031419,-12.41211,8.974413,1.265421,-3.139465, ,2.270683,-5.118195,-77.37122,-2.257233,6.808107,9.2407,56.75752,-4.556702,-8.312317,-0.4500427,-1.960999,4.60071,-7.131165,0.7374442,2.941903,8.444402,,,,,,,,,,,,,,,,,
9.627952,5.579873,77.95922,5.725183,10.0687,10.69594,70.51576,28.88819,16.33617,154.6015,22.16865,10.80639,13.95178,18.95254,24.14636,14.87835, ,0.08255482,0.04249716,0.1501694,0.0399332,0.07947063,0.08239269,0.1487503,0.5698318,0.3525543,0.07435608,0.0369072,0.2930889,0.4831963,0.3448277,1.901844,0.5222225, ,8.759253,-1.411346,10.89066,-1.697205,7.177326,-2.108704,-27.56702,-3.169006,-12.19522,-5.997498,-21.95697,7.570045,-1.790802,16.70983,23.9199,-11.10931, ,-3.07254,2.17929,0.4634269,5.024316,1.361154,4.738064,21.79297,28.49207,7.968228,-154.5471,-1.997498,6.698532,-12.03244,9.006634,1.427007,-2.069519, ,2.337797,-4.966339,-77.26968,-2.234406,7.019877,9.27101,57.0159,-4.522156,-8.330322,-0.359436,-1.982758,4.303905,-6.658936,0.2350543,3.31919,9.897987,,,,,,,,,,,,,,,,,
