Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,,,,,,,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightForeArm_Q
6.743473,8.509374,75.99553,24.42496,15.79007,8.058004,90.05807,7.652663,13.05429,145.3996,13.81962,9.340269,13.61481,23.34837,28.44552,10.71702, ,0.4028087,0.1151199,0.4516296,2.089136,0.4027567,0.2817583,1.6978,0.7213149,0.1361084,0.6690826,2.049891,0.9516811,0.7703953,0.5761108,7.78768,1.468277, ,6.727079,-2.162079,-18.41824,-0.4532471,-7.712036,-5.13797,17.67577,7.561596,-2.291748,-6.4039,8.51291,9.166291,-11.9342,-23.09732,28.2103,7.232356, ,-0.3270264,-1.279205,-19.28049,-22.57623,-5.344727,0.9547133,-2.580872,0.3761529,3.092092,-145.3924,-9.625153,1.713838,-5.586609,-2.714539,-3.315094,-2.738525, ,0.3205296,-8.106689,-68.7601,9.462687,13.08132,6.093164,88.2438,-1.091919,-12.53845,0.888919,-5.881958,0.6944382,4.082035,-1.627319,-2.652252,7.254715,,,,,,,,,,,-0.4532471,-22.57623,9.462687,24.42496
6.552044,8.631949,75.68593,25.38026,15.59061,8.014825,90.79769,8.550702,12.38655,145.0902,15.07108,9.048744,14.11622,23.07571,24.59906,9.990483, ,0.1914287,0.1225758,0.3096008,0.9552975,0.1994562,0.04317951,0.739624,0.8980393,0.667737,0.309433,1.251461,0.2915249,0.5014095,0.2726593,3.846457,0.7265415, ,6.52811,-2.20282,-19.0437,-0.1259155,-7.875549,-5.241974,18.78649,8.250484,-3.631561,-6.846466,9.959534,8.879584,-12.54532,-22.59641,24.49822,7.13095, ,-0.4476318,-1.290741,-19.8515,-23.44608,-5.247559,0.8382372,-3.259949,1.428219,1.503856,-145.0869,-10.05099,1.683367,-5.44101,-4.135651,-1.581604,-2.091827, ,0.31201,-8.22168,-67.94687,9.812146,12.77242,5.968647,88.66635,-1.635834,-11.79645,1.048161,-6.177795,0.6023939,4.178216,-1.573608,-1.970032,6.5532,,,,,,,,,,,-0.1259155,-23.44608,9.812146,25.38026
6.35535,8.751917,75.38563,26.2393,17.46389,8.046136,91.44446,9.588724,12.03847,144.8142,16.42224,8.884739,14.63931,22.84344,21.03954,9.401977, ,0.1966934,0.1199675,0.3003006,0.8590469,1.873276,0.03131104,0.6467667,1.038022,0.3480825,0.2759247,1.351153,0.1640053,0.5230961,0.2322674,3.559519,0.5885067, ,6.322073,-2.250153,-19.647,0.1599011,-8.617218,-5.400513,19.8614,8.992575,-4.916687,-7.263855,11.36452,8.664145,-13.13177,-22.16104,20.98617,7.014519, ,-0.5665894,-1.276611,-20.46014,-24.22433,-6.314423,0.7322545,-3.997681,2.4057,-0.02548218,-144.8149,-10.5155,1.881722,-5.440674,-5.080933,0.06559544,-1.744812, ,0.2877471,-8.336517,-67.11697,10.12452,14.32238,5.887203,88.96414,-2.123871,-10.99097,1.19365,-6.671661,0.7418543,4.211742,-1.510284,-1.492462,5.910743,,,,,,,,,,,0.1599011,-24.22433,10.12452,26.2393
6.163315,8.918536,75.03629,26.97911,17.12596,8.115543,92.0229,6.80532,12.57524,144.5706,17.64098,8.867527,15.20549,22.57796,17.85022,9.081933, ,0.1920352,0.1666193,0.3493347,0.7398033,0.3379326,0.06940746,0.5784378,2.783404,0.5367746,0.2436523,1.218748,0.01721191,0.5661736,0.2654819,3.189323,0.3200436, ,6.11917,-2.239014,-20.28616,0.4235045,-8.656403,-5.576721,20.88559,6.649285,-3.117676,-7.611908,12.65689,8.582669,-13.75235,-21.89206,17.76095,7.094856, ,-0.6775208,-1.285858,-21.06351,-24.88699,-6.174927,0.6311679,-4.785645,-0.7321167,2.767624,-144.5755,-10.90594,2.14045,-5.498169,-5.033264,1.081113,-1.668549, ,0.2563291,-8.512299,-66.19904,10.39838,13.9231,5.833808,89.16599,-1.294708,-11.94244,1.326825,-7.065948,0.812465,4.19948,-1.575073,-1.268036,5.320205,,,,,,,,,,,0.4235045,-24.88699,10.39838,26.97911
5.969306,9.251767,74.38616,28.19956,17.17159,8.169034,92.93157,6.458752,11.88739,144.1391,19.45865,9.237104,16.49091,21.94611,12.14869,9.155141, ,0.1940093,0.333231,0.6501312,1.220453,0.0456295,0.05349064,0.9086761,0.3465686,0.6878557,0.4314423,1.817669,0.3695774,1.285424,0.6318493,5.701523,0.07320786, ,5.885896,-2.167877,-21.43109,0.923169,-8.86853,-5.736938,22.69545,6.206311,-3.272675,-8.084229,14.90951,8.855068,-15.06534,-21.69501,12.09357,7.768512, ,-0.9605103,-1.382294,-22.10767,-25.96231,-6.262817,0.4599284,-6.526337,-1.346588,2.531906,-144.1554,-11.15198,2.595561,-5.911102,-1.357483,0.3414878,-2.254395, ,0.2167788,-8.861969,-64.48691,10.85458,13.82165,5.776929,89.25321,-1.252686,-11.21915,1.588374,-7.389465,0.6796879,4.087816,-2.792114,-1.071106,4.141854,,,,,,,,,,,0.923169,-25.96231,10.85458,28.19956
6.028177,9.593545,73.80991,29.10916,17.23825,8.184458,93.82243,6.024019,10.99972,143.6713,20.83678,10.22472,18.2138,21.06119,7.358593,9.61761, ,0.05887079,0.3417778,0.5762482,0.9096031,0.06666756,0.01542377,0.8908615,0.4347329,0.8876705,0.4678192,1.37813,0.9876146,1.722893,0.8849163,4.790102,0.4624691, ,5.895913,-2.060181,-22.3266,1.348903,-8.990295,-5.771332,24.2099,5.542109,-3.176331,-8.712646,17.17497,9.913911,-16.63544,-20.63617,7.007854,8.352824, ,-1.231445,-1.424072,-22.90591,-26.77145,-6.308624,0.3758533,-7.787415,-2.014435,2.253919,-143.6902,-10.48615,2.460842,-6.989777,2.441433,-2.029083,-2.710022, ,0.1965168,-9.236023,-63.02826,11.13995,13.81578,5.774685,89.44008,-1.334442,-10.35184,1.73484,-7.322906,0.7291082,3.778642,-3.931061,-1.096313,3.735018,,,,,,,,,,,1.348903,-26.77145,11.13995,29.10916
6.135556,9.75586,73.4701,29.69922,17.35531,8.201764,94.4643,5.826182,10.1538,143.2253,21.98257,11.38625,19.61882,19.80179,6.408848,9.595097, ,0.107379,0.1623154,0.3398132,0.5900574,0.117054,0.01730633,0.6418686,0.1978364,0.8459148,0.4459991,1.145788,1.161534,1.405014,1.259405,0.9497447,0.02251339, ,5.965786,-1.986572,-22.9317,1.735124,-9.169586,-5.765045,25.28771,4.878983,-3.147369,-9.172028,19.35316,11.23659,-17.68784,-19.35211,3.651195,8.440696, ,-1.415314,-1.31015,-23.37811,-27.29285,-6.383606,0.2552674,-8.303528,-2.903259,1.953953,-143.2226,-9.411102,1.789991,-8.351807,3.32555,-5.042664,-1.504303, ,0.1717757,-9.439209,-62.1055,11.28243,13.82729,5.817884,89.65759,-1.440277,-9.509491,1.534002,-6.486664,0.6505033,3.438394,-3.220825,-1.694061,4.202772,,,,,,,,,,,1.735124,-27.29285,11.28243,29.69922
6.159248,9.770389,73.38275,29.89331,17.40846,8.157327,94.70058,5.887282,9.835619,143.0575,22.55223,12.0268,20.07818,19.34012,7.241326,9.264885, ,0.02369261,0.01452827,0.08734894,0.1940899,0.0531559,0.04443741,0.2362823,0.06109953,0.3181829,0.1678619,0.5696564,0.6405506,0.459362,0.4616699,0.8324776,0.3302116, ,5.984532,-1.919464,-23.13623,1.890769,-9.251007,-5.692078,25.6341,4.624624,-3.177368,-9.317444,20.412,11.93276,-17.84052,-18.99539,3.108536,8.326557, ,-1.442261,-1.22583,-23.46167,-27.45605,-6.42392,0.2316803,-8.412537,-3.378021,1.820459,-143.0372,-8.779877,1.436229,-9.187683,3.050633,-6.290436,-0.7998657, ,0.1467011,-9.481415,-61.85947,11.33487,13.82952,5.829403,89.77213,-1.511108,-9.180817,1.340572,-5.872192,0.6198812,3.239407,-2.582367,-1.973175,3.929303,,,,,,,,,,,1.890769,-27.45605,11.33487,29.89331
6.150215,9.738255,73.35071,30.03991,17.41356,8.106464,94.87164,6.030254,9.620217,142.9205,23.07636,12.70276,20.3529,19.16924,8.141948,8.687768, ,0.00903368,0.03213406,0.03204346,0.1465969,0.00510025,0.05086231,0.171051,0.1429725,0.2154016,0.1369476,0.5241299,0.6759558,0.2747231,0.1708775,0.9006219,0.577117, ,5.980414,-1.839203,-23.28085,1.977725,-9.295837,-5.600952,25.85491,4.419905,-3.226501,-9.391907,21.40183,12.65273,-17.70581,-18.89853,3.366803,7.942134, ,-1.425262,-1.138611,-23.43387,-27.57797,-6.444397,0.234248,-8.495697,-3.842377,1.702369,-142.8831,-8.096497,1.097337,-10.10315,2.747743,-7.183929,-0.6042175, ,0.1154883,-9.477325,-61.76318,11.3887,13.7995,5.846712,89.86192,-1.596039,-8.951416,1.143375,-5.021088,0.4150111,2.980757,-2.20694,-2.058685,3.430411,,,,,,,,,,,1.977725,-27.57797,11.3887,30.03991
6.125081,9.668075,73.31929,30.3241,17.32554,8.004458,94.97382,6.392332,9.469408,142.8032,24.04246,14.39507,20.62397,19.17514,9.110271,7.301536, ,0.02513361,0.07017994,0.03141785,0.2841969,0.08802605,0.102006,0.1021881,0.3620772,0.1508093,0.1173248,0.9661026,1.692315,0.2710667,0.005905151,0.9683237,1.386232, ,5.973577,-1.565186,-23.25635,2.027497,-9.325134,-5.460938,26.06684,4.115454,-3.264801,-9.406158,23.08969,14.37989,-16.97873,-19.06628,5.517514,6.567877, ,-1.355835,-1.145996,-22.89581,-27.82681,-6.430511,0.1797994,-8.69342,-4.638306,1.495362,-142.7411,-6.657318,0.6374792,-11.88452,1.683994,-7.040222,-1.790955, ,-0.01678467,-9.45636,-62.01553,11.51027,13.67013,5.84321,89.84654,-1.732269,-8.806396,0.8417118,-3.110443,-0.1201782,1.751039,-1.485657,-2.114166,2.541069,,,,,,,,,,,2.027497,-27.82681,11.51027,30.3241
6.228906,9.609459,73.21873,30.62588,17.1271,7.853906,94.93467,6.481506,9.528307,142.8198,24.94642,16.64229,20.30212,19.00412,9.788578,6.973221, ,0.1038251,0.05861568,0.1005554,0.301775,0.1984348,0.1505527,0.03915405,0.08917427,0.05889893,0.01657104,0.9039631,2.247213,0.3218479,0.1710243,0.6783066,0.3283143, ,6.104859,-1.349518,-22.54431,2.031637,-9.304993,-5.376465,26.10281,3.799914,-3.182526,-9.396606,24.45412,16.62925,-15.2616,-18.97137,8.474874,5.820781, ,-1.234711,-1.308716,-21.72903,-28.13242,-6.300446,0.1450156,-8.951019,-5.000061,1.309621,-142.7381,-5.090576,0.06587107,-13.38208,-1.136993,-4.485138,-3.15625, ,-0.1764832,-9.408875,-62.83557,11.56056,13.47274,5.718768,89.71603,-1.781433,-8.922913,0.5937386,-1.081543,-0.6492004,-0.3198242,0.1951543,-2.34082,2.035795,,,,,,,,,,,2.031637,-28.13242,11.56056,30.62588
6.18437,9.60122,72.94067,30.69638,16.90495,7.739376,94.84383,6.164458,9.684675,142.9814,25.83367,19.40162,19.45113,18.77101,10.5998,11.9142, ,0.04453659,0.008238792,0.2780685,0.07050133,0.2221508,0.1145296,0.0908432,0.3170476,0.1563683,0.1616211,0.8872433,2.759335,0.8509884,0.2331123,0.8112249,4.940982, ,6.103293,-1.327026,-21.08823,2.057663,-9.222015,-5.338562,25.98973,3.540163,-3.189026,-9.39267,25.59439,19.32141,-12.04019,-18.08084,10.37161,10.10135, ,-0.9407959,-1.290283,-20.51538,-28.25909,-6.206116,0.3060239,-9.33551,-4.773712,1.307271,-142.8751,-2.860321,-1.244385,-14.69687,-4.957489,-0.05456543,-5.568695, ,-0.3897095,-9.406647,-63.78113,11.42886,13.27053,5.582832,89.53708,-1.794067,-9.08847,0.2807452,1.531179,-1.489655,-2.999573,2.091177,-2.195221,2.549804,,,,,,,,,,,2.057663,-28.25909,11.42886,30.69638
6.237324,9.63194,72.78413,30.59863,16.67294,7.845923,94.51566,5.873434,9.806814,143.081,26.1057,21.09487,19.26723,18.52748,11.72869,12.88489, ,0.0529542,0.03071976,0.1565399,0.0977478,0.2320137,0.1065469,0.3281708,0.2910247,0.122139,0.09960938,0.2720318,1.693251,0.183897,0.2435246,1.128886,0.9706898, ,6.16501,-1.260529,-20.2963,2.05714,-9.073944,-5.285095,25.69999,3.391831,-3.297455,-9.29248,25.85969,20.96136,-9.68335,-17.40588,11.25421,10.94706, ,-0.8512573,-1.186676,-20.1149,-28.21512,-6.193787,0.3160564,-9.586517,-4.50766,1.434525,-142.9621,-1.464294,-1.912933,-15.67465,-6.128479,2.445345,-3.854431, ,-0.4642029,-9.462402,-64.14243,11.27873,13.06549,5.777739,89.20279,-1.776733,-9.166626,0.0887071,2.976712,-1.818817,-4.530396,2.924379,-1.999359,5.253278,,,,,,,,,,,2.05714,-28.21512,11.27873,30.59863
6.198409,9.521149,72.74916,30.41011,16.37765,8.08731,94.16604,5.532523,9.933293,143.0482,26.41862,23.08411,19.31049,18.36153,13.44754,13.88984, ,0.03891516,0.1107912,0.03496552,0.1885223,0.2952862,0.2413869,0.349617,0.3409104,0.1264791,0.03283691,0.3129177,1.989233,0.04325676,0.1659565,1.718852,1.004949, ,6.139834,-1.28421,-19.47305,2.053557,-8.84436,-5.398468,25.41083,3.186273,-3.445374,-9.412415,26.04458,22.88966,-6.709015,-16.88318,12.43443,11.13548, ,-0.6981201,-0.9830627,-19.63699,-28.09814,-6.198547,0.2829663,-9.610779,-4.205139,1.62194,-142.9035,-0.02133179,-2.647095,-16.68362,-7.072845,4.932644,-6.463654, ,-0.5254211,-9.372131,-64.66684,11.0666,12.82241,6.004117,88.9155,-1.788544,-9.225006,-0.1827698,4.463717,-2.065887,-6.173553,2.939693,-0.9736633,4.641339,,,,,,,,,,,2.053557,-28.09814,11.0666,30.41011
5.769189,9.302443,72.60159,29.72482,15.89045,8.195362,93.71165,4.506671,10.13101,142.9669,26.80819,27.68813,21.87754,18.6953,17.29363,13.29495, ,0.4292197,0.2187061,0.1475677,0.6852913,0.4872055,0.1080523,0.4543915,1.025852,0.1977148,0.08123779,0.3895779,4.604023,2.567047,0.3337727,3.846087,0.5948954, ,5.719469,-1.527588,-17.65164,2.137794,-8.394592,-5.52536,24.50846,2.320368,-3.80191,-9.5867,25.56797,27.4328,1.171947,-16.70251,16.17512,10.39885, ,-0.3118286,-1.020081,-17.83737,-27.58188,-6.304932,0.2671472,-8.611694,-3.469177,2.036222,-142.763,3.144567,-3.376343,-19.4382,-8.174438,6.065109,-6.856506, ,-0.7041016,-9.106049,-65.96777,10.47312,12.4202,6.03623,89.00428,-1.772736,-9.237213,-0.8135986,8.243119,-2.729523,-10.22226,3.584302,-0.4204712,4.088515,,,,,,,,,,,2.137794,-27.58188,10.47312,29.72482
5.395386,9.299157,72.72612,28.79568,15.94889,8.317942,93.2333,3.259337,10.22426,142.8416,25.51655,33.8272,28.29425,19.116,20.38751,9.953469, ,0.3738027,0.003285408,0.124527,0.9291344,0.05844784,0.1225796,0.4783478,1.247334,0.09325027,0.1253204,1.291647,6.139072,6.416716,0.420702,3.093884,3.341477, ,5.315453,-1.767212,-15.6543,2.270409,-8.25885,-5.805847,23.28782,1.12859,-4.149109,-9.198273,23.06467,33.7958,9.612376,-16.68094,19.56731,6.990634, ,-0.02722168,-1.180115,-15.99609,-26.76358,-6.459442,0.5163025,-7.150269,-2.507233,2.408466,-142.5823,5.047519,-1.059631,-24.38007,-8.567627,5.473485,-6.729401, ,-0.9266968,-9.035492,-67.48102,9.955188,12.51378,5.910662,89.24988,-1.775299,-9.119324,-1.627655,10.84867,-1.40274,-13.10596,5.257928,-1.062775,1.859001,,,,,,,,,,,2.270409,-26.76358,9.955188,28.79568
5.005917,9.510527,72.88609,27.45216,14.55571,8.584808,92.40392,2.112947,10.3411,142.5968,22.14811,41.57313,27.30769,18.48598,21.7562,10.17339, ,0.3894696,0.2113695,0.1599655,1.343521,1.393183,0.2668667,0.8293839,1.14639,0.1168432,0.2447662,3.368439,7.745926,0.9865627,0.6300182,1.368683,0.2199192, ,4.905705,-2.014038,-13.62845,2.261842,-7.651825,-6.04834,21.64342,-0.2007446,-4.440155,-8.627533,19.21297,41.51861,11.11568,-14.77719,19.91316,4.19592, ,-0.08651733,-1.309753,-14.63785,-25.62427,-5.614319,0.5951358,-5.447388,-1.204071,2.812834,-142.2888,4.557263,2.26772,-23.52292,-9.783356,8.735813,-9.231995, ,-0.9977112,-9.17981,-68.72391,9.172132,11.4331,6.034719,89.23138,-1.722687,-9.01886,-2.5,10.89253,1.438708,-11.10657,6.751341,-0.3692322,0.5653144,,,,,,,,,,,2.261842,-25.62427,9.172132,27.45216
4.794865,9.632915,72.98428,26.41219,14.44417,8.797986,91.83212,1.999902,10.49592,142.3802,20.06763,44.95049,25.46323,17.83934,22.06453,11.41891, ,0.2110519,0.1223888,0.09819794,1.039976,0.1115456,0.2131777,0.5717926,0.1130453,0.1548195,0.2166595,2.080473,3.377361,1.84446,0.6466427,0.3083344,1.245523, ,4.692331,-2.163025,-12.81189,2.120172,-7.462036,-6.123077,20.62189,-0.8931274,-4.612946,-8.346069,17.08028,44.93471,12.96573,-14.02985,19.90085,3.300094, ,-0.2384338,-1.331268,-14.2146,-24.73849,-5.539703,0.5901554,-4.507629,-0.4447021,3.066642,-142.0524,3.542252,1.293237,-20.57413,-9.151062,9.55002,-10.93005, ,-0.9678955,-9.2677,-69.18683,8.628784,11.43883,6.261617,89.08978,-1.729736,-9.043365,-2.89917,10.51058,0.8661163,-10.44104,7.42346,-0.1489258,0.0949531,,,,,,,,,,,2.120172,-24.73849,8.628784,26.41219
4.579564,9.73568,73.12264,25.07776,14.22458,8.992288,91.22356,2.373594,10.76417,142.1074,18.22687,48.17688,21.77696,17.21111,22.05618,12.3593, ,0.2153006,0.1027641,0.1383591,1.334423,0.2195807,0.1943016,0.6085587,0.3736919,0.2682476,0.2727509,1.840763,3.226391,3.686274,0.6282272,0.008354187,0.9403858, ,4.472211,-2.285156,-12.18216,1.86417,-7.170227,-6.134247,19.49513,-1.551361,-4.888062,-8.079742,14.99496,48.14091,12.82803,-13.44559,19.9046,2.41684, ,-0.4202271,-1.326508,-13.93597,-23.5849,-5.443237,0.5965626,-3.443542,0.3423557,3.364638,-141.7632,2.638771,-1.951691,-16.07016,-8.302277,9.542674,-12.12433, ,-0.9090576,-9.344757,-69.58331,7.999626,11.37321,6.51935,88.92637,-1.768188,-9.129974,-3.259949,10.40531,-1.669739,-9.326996,7.914883,-0.0411377,-0.254303,,,,,,,,,,,1.86417,-23.5849,7.999626,25.07776
4.393196,9.752246,73.64532,21.75377,13.63318,9.205581,89.89706,3.75402,11.59382,141.5639,15.31864,52.86319,15.7443,15.90289,21.39574,11.89135, ,0.186368,0.01656628,0.5226746,3.323996,0.5914087,0.2132931,1.326508,1.380427,0.829649,0.5435486,2.908231,4.68631,6.032654,1.308219,0.6604385,0.4679527, ,4.272069,-2.431763,-11.24078,1.14617,-6.363007,-5.876709,16.8833,-2.760223,-5.773529,-7.539429,11.50069,52.46336,11.04813,-12.41953,19.94151,0.7706881, ,-0.7915955,-1.149414,-13.59604,-20.65616,-5.18515,0.7223315,-0.7895813,1.752359,4.035421,-141.2064,3.102203,-7.691132,-10.21606,-7.227905,7.807805,-11.8627, ,-0.6808167,-9.350494,-70.46378,6.558043,11.18814,7.014974,88.51279,-1.888092,-9.421021,-3.78009,9.968436,-4.536285,-5.774475,7.678423,0.08767816,-0.3914795,,,,,,,,,,,1.14617,-20.65616,6.558043,21.75377
4.69354,9.466428,74.53671,18.21687,12.89317,9.295113,88.53796,5.511254,12.48618,141.4202,13.54392,55.27648,14.50067,14.71161,20.49214,9.422789, ,0.300344,0.2858181,0.8913879,3.536903,0.7400064,0.0895319,1.359093,1.757234,0.8923655,0.1436462,1.774721,2.413288,1.243639,1.191279,0.9035931,2.468556, ,4.560477,-2.568909,-10.15756,0.4273551,-5.429169,-5.494141,14.03953,-4.346039,-6.76355,-7.003479,8.793769,54.6566,8.957077,-11.25183,19.91663,-0.9167786, ,-1.078918,-0.7027283,-13.19067,-17.45789,-4.673309,1.069223,2.713512,2.785023,4.622876,-141.0953,4.866385,-9.975159,-10.70975,-6.655243,4.591594,-9.365906, ,-0.3068542,-9.069122,-71.75159,5.140992,10.95177,7.372912,87.94778,-2.041656,-9.709442,-3.734436,9.475224,-4.187408,-4.886047,7.461377,-0.9438171,-0.4111938,,,,,,,,,,,0.4273551,-17.45789,5.140992,18.21687
5.437596,8.9922,75.63269,14.95449,12.06404,9.294775,87.10557,8.086922,13.74088,141.7991,12.51692,56.42498,16.35927,13.08645,19.38276,8.018636, ,0.7440557,0.4742279,1.095985,3.262376,0.8291302,0.000337601,1.432396,2.575668,1.254698,0.378891,1.026998,1.148502,1.858608,1.62516,1.109379,1.404153, ,5.273261,-2.617249,-8.740051,-0.2240906,-4.537994,-5.124115,11.04466,-7.893555,-6.020386,-6.499664,6.129255,55.71105,6.649466,-9.612213,19.04195,-2.30835, ,-1.323029,-0.249115,-12.58307,-14.4097,-3.888428,1.546967,6.81647,1.450904,7.045056,-141.5466,7.111312,-10.19092,-14.32458,-6.180573,2.972408,-7.653595, ,0.06149807,-8.59436,-73.33481,4.032563,10.6403,7.532859,86.98803,-1.100494,-10.53668,-3.070221,8.68076,-1.895233,-5.225647,6.935587,-1.65387,-0.49823,,,,,,,,,,,-0.2240906,-14.4097,4.032563,14.95449
5.927313,8.704795,76.23815,13.51533,11.65237,9.26852,86.31651,10.18424,15.07535,142.1254,11.96503,56.63606,18.16446,12.10971,18.70089,8.415039, ,0.489717,0.287405,0.6054611,1.439157,0.4116716,0.02625465,0.7890549,2.097322,1.334472,0.3262787,0.5518875,0.2110825,1.805182,0.9767427,0.6818733,0.3964033, ,5.74051,-2.575317,-7.918365,-0.5301208,-4.076355,-4.915253,9.486777,-10.17712,-4.905731,-6.232941,4.686692,55.90936,5.848327,-8.694519,18.28586,-2.830383, ,-1.448029,-0.07434082,-12.24408,-13.02869,-3.449158,1.787638,8.789923,-0.3777771,9.271087,-141.913,8.090101,-9.473755,-16.41446,-5.852997,3.404966,-7.893158, ,0.2291272,-8.313782,-74.19458,3.623667,10.48442,7.578256,86.26532,0.09564695,-11.25098,-2.639862,7.816144,-0.07888794,-6.0849,6.541295,-1.498688,-0.5481567,,,,,,,,,,,-0.5301208,-13.02869,3.623667,13.51533
6.460813,8.39192,76.86132,12.22443,11.22147,9.236765,85.5331,12.37401,16.74308,142.5234,11.2242,56.57698,19.78987,11.02627,18.01857,9.199535, ,0.5334997,0.3128748,0.6231689,1.290903,0.4308958,0.03175545,0.7834091,2.189765,1.667726,0.3980103,0.7408381,0.05907822,1.62541,1.083446,0.6823177,0.7844963, ,6.246947,-2.489685,-7.031403,-0.8213501,-3.542267,-4.701324,7.913162,-12.10812,-3.797058,-5.955566,3.178192,55.84391,5.427183,-7.824921,17.44073,-3.245453, ,-1.580444,0.06182326,-11.89038,-11.77332,-3.023132,2.013739,10.47908,-2.302673,11.54192,-142.3493,8.62134,-8.705048,-17.94162,-5.4086,4.278721,-8.568817, ,0.3935097,-8.015869,-75.07025,3.277974,10.30652,7.612051,85.44218,1.380767,-11.93344,-2.199463,6.698846,1.314073,-7.30899,5.969408,-1.008942,-0.6257324,,,,,,,,,,,-0.8213501,-11.77332,3.277974,12.22443
7.536119,7.789011,78.06824,10.03018,10.35428,9.244905,83.8325,16.04324,20.92257,143.4402,9.07684,55.88002,20.67199,8.702993,16.50277,10.23544, ,1.075306,0.6029091,1.206917,2.194255,0.8671913,0.00813961,1.700607,3.669232,4.179495,0.9167938,2.147356,0.6969643,0.8821239,2.323273,1.515808,1.035909, ,7.257366,-2.235992,-5.095673,-1.299591,-2.284119,-4.296082,4.742483,-14.42719,-1.675507,-5.407227,0.009560211,55.25522,4.496899,-6.121033,15.66276,-3.965759, ,-1.847168,0.2352747,-11.09787,-9.594574,-2.434937,2.475231,12.51603,-6.278595,16.34855,-143.3262,7.982909,-7.494049,-18.62347,-4.19397,5.180954,-9.390076, ,0.7383276,-7.462555,-76.76474,2.734712,9.851402,7.713264,83.47522,4.070652,-13.23718,-1.456329,4.324275,1.960179,-8.584167,4.783179,-0.2120361,-0.6784058,,,,,,,,,,,-1.299591,-9.594574,2.734712,10.03018
9.038955,6.684569,79.06171,8.047888,9.600159,9.517857,82.02795,10.85409,13.21879,144.4747,6.926569,54.48481,18.4121,6.537446,14.70975,9.692521, ,1.502836,1.104442,0.9934692,1.982287,0.7541218,0.2729521,1.804543,5.189152,7.703781,1.034454,2.150271,1.395214,2.25989,2.165547,1.793017,0.542923, ,8.583023,-1.56958,-3.113861,-1.341736,-1.061737,-3.523041,1.467031,-8.56781,-7.589783,-4.894684,-3.369324,54.12497,2.567406,-4.308258,14.08612,-4.847351, ,-2.276337,0.09213395,-10.10336,-7.643555,-2.160614,2.655749,12.9138,6.16573,5.35921,-144.4013,5.606689,-5.654205,-16.74976,-3.124176,4.201288,-8.352203, ,1.531394,-6.498505,-78.19196,2.225636,9.314214,8.354519,81.33849,-3.04892,-9.77771,-0.9055176,2.122551,1.430208,-7.619049,3.918402,-0.2984619,-0.5729065,,,,,,,,,,,-1.341736,-7.643555,2.225636,8.047888
9.732459,6.239458,79.67423,6.125337,9.079258,9.748549,80.2225,10.3295,13.33136,145.6367,7.321353,52.27309,16.3478,4.553161,13.10808,9.240412, ,0.6935043,0.4451118,0.6125259,1.922551,0.5209007,0.2306919,1.80545,0.5245895,0.1125689,1.162094,0.3947845,2.21172,2.064302,1.984285,1.601673,0.4521093, ,9.167291,-1.555817,-1.105621,-0.7543335,-0.1200562,-3.318542,-2.088593,-6.38739,-7.78949,-4.473389,-6.947601,52.19288,1.52841,-2.501556,12.71255,-5.786713, ,-2.535614,0.2470569,-9.005768,-5.882843,-2.055908,3.071748,12.16767,7.664874,5.609762,-145.5949,2.265468,-1.845245,-14.8847,-2.280243,3.123251,-7.157806, ,1.874454,-6.040955,-79.15454,1.571092,8.845264,8.550166,79.20366,-3.151031,-9.65448,-0.3743896,0.3382612,1.631088,-6.807373,3.096328,-0.4397583,-0.5545044,,,,,,,,,,,-0.7543335,-5.882843,1.571092,6.125337
