Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z
8.285008,9.904613,73.508,42.33388,17.74792,8.163279,87.38393,3.953498,16.38134,35.86252,25.63335,31.9327,28.67926,18.97771,20.37411,10.91846, ,-7.857727,356.4973,351.3732,7.715765,3.319283,358.0969,22.51262,3.687857,355.5646,350.9291,24.32443,31.89174,10.57184,345.3388,19.45753,5.564963, ,359.5622,359.7285,345.1806,321.5258,351.2718,0.5808311,357.2287,1.425669,3.114778,34.78453,4.115871,0.9128775,337.3334,348.7105,6.006598,350.5917, ,2.622037,350.7462,289.3579,13.80471,14.85894,7.907807,84.41854,0.01159202,344.4142,359.2519,7.976698,358.8755,343.5183,6.009991,359.6713,359.6351
8.457939,9.977454,73.75036,41.08502,18.08041,8.420064,87.04783,3.828355,16.40855,35.82217,24.06583,35.67826,30.32416,18.9564,21.16904,11.05148, ,-7.979767,356.2601,352.5216,7.499068,3.690987,358.0798,21.36955,3.089081,355.5923,351.2005,22.51268,35.59895,12.42751,346.0963,19.80774,4.179644, ,359.3335,359.4881,346.4031,322.3802,351.3825,0.6429259,358.459,2.260049,3.392509,34.8232,4.49105,2.496075,336.2029,348.0271,7.500819,349.7763, ,2.772594,350.7792,288.5594,12.72573,15.20258,8.162701,84.59598,359.9573,344.4255,358.977,8.239086,0.2950104,342.8229,6.538218,359.9692,359.0522
8.655605,10.0233,74.00553,39.5677,13.90221,8.727714,86.83865,6.073342,16.59152,35.76136,22.20787,39.33442,29.60435,18.47573,21.46854,11.09374, ,-8.108765,356.0781,353.474,7.204297,3.134366,358.0507,21.23449,4.23139,355.5149,351.5029,20.49591,39.23602,13.83406,346.8584,19.95548,2.883937, ,359.0638,359.3953,347.4027,323.4969,357.4764,0.6401765,358.0259,4.339427,3.725287,34.84288,4.472388,3.036171,337.0968,348.0632,7.995648,349.3288, ,2.949393,350.8145,287.8924,11.59772,13.24104,8.472707,84.32025,359.7299,344.3131,358.6885,8.196671,1.098043,343.9953,6.756632,0.2376166,358.7409
8.658411,10.02502,74.00647,39.56641,13.90542,8.730317,86.83879,6.072697,16.59233,35.77005,22.20571,39.336,29.60606,18.47667,21.46964,11.09388, ,-8.110931,356.0775,353.4731,7.205649,3.13637,358.0455,21.23426,4.230558,355.5204,351.5001,20.49983,39.23758,13.8313,346.8588,19.956,2.878519, ,359.0744,359.3962,347.4043,323.498,357.475,0.6375721,358.0223,4.339358,3.720198,34.8508,4.4602,3.037074,337.0954,348.0561,7.997259,349.3261, ,2.954143,350.8128,287.8913,11.59587,13.24356,8.474378,84.31971,359.7312,344.3098,358.6994,8.18408,1.097935,343.9915,6.745872,0.2360925,358.7533
8.822796,10.05164,74.28932,37.77143,13.89758,8.962877,86.71252,8.618689,16.92654,35.71984,20.21497,42.36823,28.7676,17.65278,21.2425,10.90898, ,-8.192017,355.9555,354.2407,6.878491,3.711748,358.0567,21.07774,5.662463,355.3284,351.7589,18.42798,42.32451,16.06972,347.5902,20.03144,1.66696, ,358.8176,359.4484,348.2228,324.9164,358.0015,0.6116759,357.6635,6.455208,4.12345,34.86642,3.981047,2.134,339.0374,348.8806,7.065983,349.2792, ,3.144236,350.832,287.3036,10.4636,13.18123,8.718313,84.14957,359.4914,344.0848,358.3907,8.011232,0.7279671,345.0034,7.227187,359.7881,358.691
8.821198,10.05974,74.28699,37.769,13.90068,8.955707,86.71523,8.617961,16.92613,35.71984,20.2147,42.36731,28.76787,17.65278,21.24998,10.91911, ,-8.191864,355.9558,354.2394,6.877307,3.713591,358.0555,21.07383,5.661697,355.3312,351.7589,18.42752,42.32355,16.07176,347.5902,20.03463,1.662653, ,358.8137,359.4447,348.2228,324.9179,358.0001,0.6062979,357.6604,6.455099,4.120933,34.86642,3.98383,2.134752,339.0366,348.8806,7.078475,349.2669, ,3.138677,350.8233,287.3062,10.4615,13.18374,8.71123,84.15262,359.4927,344.084,358.3907,8.010643,0.7281212,345.0062,7.227187,359.7828,358.7033
8.928896,10.03596,74.60796,35.74306,12.01846,9.117665,85.75883,5.069173,17.38353,35.70291,18.31811,45.35063,27.07387,16.78689,20.82553,10.32138, ,-8.19632,355.8858,354.8813,6.525349,3.425442,358.1701,17.5253,1.722416,355.0474,352.0172,16.41047,45.34323,16.81264,348.2525,20.02746,0.6559767, ,358.6028,359.5912,348.9392,326.6093,4.916053,0.6445486,3.558995,4.766638,4.577344,34.91029,3.42101,0.1176651,341.7355,349.8001,5.564368,349.7702, ,3.359743,350.8678,286.745,9.389054,10.5716,8.899061,84.78038,359.9413,343.769,358.0826,7.92737,359.2142,345.9461,7.492341,359.2665,358.7324
8.935913,10.00961,74.92846,33.54994,12.49742,9.265139,85.36743,5.688136,17.89529,35.68843,16.78122,47.82392,23.5282,16.01664,20.43296,9.613862, ,-8.093811,355.8492,355.5124,6.093468,3.689405,358.3007,16.14551,1.307896,354.7316,352.2811,14.70464,47.71138,15.56912,348.8995,19.92501,359.7473, ,358.4389,359.7802,349.5632,328.4999,5.452507,0.7674305,5.679519,5.533065,5.05174,34.95165,3.280039,356.7225,345.4677,350.3758,4.309256,350.4681, ,3.566037,350.9001,286.2213,8.415274,10.80641,9.064633,84.76949,359.8742,343.4151,357.8006,7.851634,356.8832,347.6852,7.424399,359.1099,358.7924
8.837702,10.18909,75.25226,31.21116,13.10556,9.481564,84.92824,6.338201,18.34919,35.61556,15.53047,49.67667,20.07124,15.41677,20.12741,8.951331, ,-7.880951,355.7288,356.4721,5.490127,3.821637,358.3779,14.85637,0.7503355,354.438,352.5334,13.35013,49.28705,14.05844,349.5285,19.80488,358.9037, ,358.3476,0.9686206,349.1207,330.5443,5.97123,1.004791,8.004171,6.286794,5.482018,34.92569,3.392174,353.2529,348.681,350.7244,3.26954,351.205, ,3.761505,350.7617,285.8296,7.550622,11.23136,9.273815,84.60136,359.7448,343.1134,357.5836,7.602832,354.6219,349.6364,7.421782,358.9443,358.8248
8.625321,10.08231,75.61915,28.7588,13.82842,9.669452,84.40202,7.029487,18.65164,35.43295,14.49238,51.03801,17.67036,14.86489,19.8882,8.463124, ,-7.562256,355.7334,357.2391,4.66625,3.872324,358.4631,13.53948,-0.0006905978,354.2444,352.7604,12.18329,50.44641,12.59487,350.1658,19.66085,358.1111, ,358.308,1.199242,349.4133,332.6945,6.476237,1.299054,10.4351,7.016848,5.822757,34.77995,3.683561,351.3251,350.1903,351.0529,2.450553,351.8361, ,3.904431,350.8969,285.3145,6.778055,11.8186,9.44087,84.22517,359.5782,342.9307,357.5118,7.352633,353.5154,351.2128,7.493932,358.6202,358.9373
8.320579,9.918214,76.03304,26.25639,14.60792,9.780089,83.7692,7.806991,18.77494,35.10815,13.63507,52.02917,16.36878,14.14049,19.53956,8.342956, ,-7.15097,355.7883,358.0583,3.675134,3.868194,358.6207,12.07116,359.0131,354.2235,352.946,11.03534,51.34706,11.24578,350.9206,19.34228,357.4011, ,358.2404,1.341853,349.5503,334.9051,6.97451,1.611457,12.86111,7.726597,6.040695,34.48111,4.242624,350.3911,350.2605,351.4091,2.149697,352.1521, ,3.987781,351.0694,284.7794,6.09506,12.48733,9.52854,83.60664,359.402,342.8644,357.6082,7.230982,353.2043,352.1031,7.355057,358.5615,359.036
7.543703,9.52658,77.03434,21.32092,16.20857,9.934555,82.4603,10.02564,18.72597,34.06068,12.03293,53.477,15.9669,12.32257,18.41295,9.170874, ,-6.08902,355.9862,359.8656,1.322562,3.995118,358.9215,9.013309,356.8201,354.9566,353.285,8.40462,52.87499,8.719994,352.7094,18.11545,356.2482, ,358.0284,1.443213,349.4259,339.3575,7.943431,2.164159,16.71646,9.465775,6.148696,33.47006,6.032306,350.4428,348.1591,352.3177,2.935051,351.6947, ,4.101963,351.4289,283.5954,4.964314,13.84697,9.616219,81.9659,358.7904,342.7589,358.2007,6.61858,354.7143,352.7691,6.823263,358.8667,359.1993
7.542248,9.532089,77.03441,21.32176,16.20779,9.926348,82.46376,10.02087,18.72635,34.06068,12.03273,53.47979,15.96666,12.32492,18.41978,9.186837, ,-6.089264,355.9875,359.8633,1.325016,3.993522,358.9204,9.006645,356.824,354.9542,353.285,8.40328,52.87775,8.716664,352.7093,18.11924,356.2383, ,358.031,1.437652,349.4294,339.3572,7.943615,2.158301,16.7116,9.461806,6.151207,33.47006,6.033745,350.4419,348.158,352.3155,2.9491,351.6783, ,4.099894,351.4214,283.5952,4.965439,13.84629,9.608949,81.96955,358.7885,342.7599,358.2007,6.618662,354.7141,352.7677,6.825204,358.8582,359.2255
7.133886,9.30539,77.64073,19.04566,16.93443,9.998796,81.81242,11.4244,18.73202,33.39888,11.34811,53.99528,16.49463,11.35053,17.74101,9.535952, ,-5.476776,356.0879,0.8484865,0.1712861,4.205941,359.0144,7.521563,355.9129,355.609,353.4875,6.907669,53.46238,7.669158,353.6062,17.3677,355.7701, ,357.9166,1.477921,349.3805,341.4945,8.404515,2.388246,17.96717,10.60798,6.133396,32.82647,7.004056,350.9148,346.6861,352.8622,3.304455,351.5001, ,4.172182,351.6347,282.9001,4.492616,14.4167,9.639518,81.05979,358.4039,342.6039,358.5815,6.108858,355.9146,352.9976,6.507006,358.9098,359.3509
7.127406,9.315153,77.63972,19.04566,16.93323,9.984364,81.81782,11.42331,18.73063,33.39888,11.34811,53.9967,16.49458,11.3553,17.74434,9.535952, ,-5.473877,356.0912,0.8494714,0.1712861,4.204116,359.0111,7.521848,355.9146,355.6119,353.4875,6.907669,53.46393,7.665851,353.6043,17.37017,355.7701, ,357.9071,1.469022,349.3791,341.4945,8.404748,2.374432,17.96321,10.60716,6.131083,32.82647,7.004056,350.9157,346.685,352.8576,3.308419,351.5001, ,4.160201,351.6209,282.9012,4.492616,14.41556,9.627788,81.06587,358.4018,342.6042,358.5815,6.108858,355.9145,352.9962,6.508951,358.9084,359.3509
6.767701,9.073388,78.27471,16.93318,17.57735,10.02611,81.14,12.82455,18.87268,32.69305,10.64798,54.32688,16.86466,10.37296,17.01943,9.581531, ,-4.854126,356.1675,1.849217,359.246,4.496577,359.0997,5.981453,355.5115,356.1964,353.7247,5.314016,53.83921,6.608945,354.4786,16.62508,355.2827, ,357.7759,1.493169,349.5519,343.541,8.835828,2.578346,18.59262,11.93416,6.175959,32.14236,7.690866,351.344,345.5511,353.3965,3.316841,351.6884, ,4.25588,351.8604,282.1638,4.031961,14.88582,9.62769,80.13866,358.0472,342.3583,358.9412,5.477976,356.7945,353.4072,6.124303,358.8735,359.5509
6.474132,8.8455,78.88946,14.92491,18.13488,10.05678,80.40952,14.22287,19.14445,31.98488,9.834025,54.4639,16.69525,9.434257,16.28238,9.306569, ,-4.245361,356.2149,2.832829,358.6764,4.820008,359.1716,4.443905,355.7159,356.5846,353.9934,3.659791,53.9917,5.496543,355.3158,15.93207,354.783, ,357.632,1.510266,350.0211,345.5229,9.225306,2.757396,18.60495,13.46512,6.33455,31.46044,7.954298,351.4901,345.081,353.8508,2.969534,352.3054, ,4.366235,352.0975,281.4371,3.561702,15.26679,9.61698,79.21116,357.7672,342.0576,359.2676,4.7455,356.9916,354.1028,5.672122,358.7682,359.7569
6.277869,8.618961,79.4431,12.96742,18.62456,10.10723,79.62048,15.66792,19.49346,31.25949,8.87371,54.34814,16.06085,8.526021,15.54164,9.031323, ,-3.691162,356.2314,3.764299,358.4316,5.148331,359.2446,2.851848,356.5106,356.7574,354.2729,1.958275,53.88913,4.45054,356.1415,15.27638,354.2311, ,357.4899,1.571959,350.7278,347.4544,9.568953,2.964526,18.09599,15.16411,6.61236,30.76394,7.765204,351.5769,345.2204,354.2985,2.35575,353.0485, ,4.497326,352.356,280.7799,3.066765,15.5884,9.614719,78.2835,357.6206,341.7502,359.5103,3.961322,356.7676,354.92,5.229907,358.6505,-0.004012862
6.167634,8.417088,79.88541,11.06877,19.07891,10.14523,78.80883,17.29108,19.87324,30.56149,7.800768,54.0745,15.2204,7.649694,14.85792,8.784084, ,-3.215912,356.2505,4.64067,358.4052,5.473148,359.3087,1.257464,357.7218,356.7589,354.5363,0.1701433,53.66287,3.444949,356.9428,14.65528,353.7363, ,357.3549,1.636205,351.5984,349.306,9.872265,3.148462,17.28023,17.02118,7.002833,30.09265,7.165055,352.0085,345.6778,354.7419,1.826827,353.8311, ,4.626129,352.5884,280.2554,2.528067,15.88905,9.601841,77.37646,357.5956,341.4723,359.7207,3.092676,356.5844,355.6942,4.784834,358.5819,0.1862845
6.159629,8.214933,80.19967,9.254393,19.50185,10.24295,77.9853,15.78475,22.49483,29.8749,8.361995,54.07178,14.85575,6.738012,14.18381,8.824927, ,-2.85495,356.2534,5.4719,358.5053,5.779636,359.3703,359.6513,358.2938,357.565,354.7586,359.9645,53.66019,0.5093283,357.7428,14.01416,353.3127, ,357.2104,1.714082,352.5613,351.0531,10.13334,3.341163,16.38445,15.67113,10.88198,29.42612,7.826331,352.0092,345.4221,355.2753,1.60012,354.2287, ,4.762656,352.835,279.8876,1.957453,16.17906,9.64535,76.46345,358.9046,340.1988,359.9028,2.944488,356.5849,357.1121,4.336626,358.6844,0.2850906
6.200177,8.069953,80.40041,7.578715,19.90472,10.31272,77.1638,14.43226,25.47758,29.22905,8.911858,54.0745,15.10719,5.795324,13.55324,9.254901, ,-2.624756,356.2704,6.276062,358.6986,6.059106,359.4091,358.0737,358.8436,358.5292,354.9286,359.8149,53.66287,357.3892,358.5324,13.38733,352.9129, ,357.0562,1.763362,353.5737,352.648,10.36225,3.469216,15.59187,14.38293,14.77866,28.79055,8.461098,352.0085,345.2275,355.8531,1.722495,354.0327, ,4.853078,353.005,279.6646,1.389169,16.46966,9.677385,75.52967,0.1919072,339.0486,0.1006385,2.781101,356.5844,358.5065,3.827499,358.9509,0.3841966
6.289459,7.949468,80.53728,6.097918,20.27183,10.42474,76.31094,23.33438,20.98744,28.58076,6.475462,56.78877,14.58119,4.885928,13.00317,9.669291, ,-2.538452,356.2959,7.075511,358.9533,6.301836,359.4141,356.5895,1.850872,356.2929,355.0528,354.7689,56.78171,356.0405,359.296,12.82251,352.5425, ,356.9095,1.824027,354.5949,354.0477,10.55373,3.594156,15.08412,23.14019,8.540403,28.14545,3.792456,358.8882,346.014,356.4681,1.978431,353.8279, ,4.924314,353.146,279.5378,0.868782,16.74755,9.75129,74.51231,357.9565,340.8903,0.264701,0.2993916,359.4192,359.2021,3.324276,359.3161,0.4419024
6.283729,7.958725,80.53453,6.098817,20.27199,10.40879,76.31157,23.33628,20.988,28.59176,6.466144,56.78784,14.58119,4.88753,13.00637,9.672045, ,-2.535492,356.3004,7.075626,358.9503,6.301628,359.4111,356.5974,1.848943,356.2906,355.0499,354.7736,56.7808,356.0405,359.2957,12.82499,352.5396, ,356.8994,1.814379,354.5943,354.047,10.55311,3.580001,15.0856,23.14217,8.542161,28.15542,3.785253,358.8886,346.014,356.4538,1.982511,353.8271, ,4.912079,353.1306,279.5405,0.8674651,16.74816,9.739309,74.51397,357.9555,340.8907,0.2786222,0.2835219,359.4213,359.2021,3.311215,359.3144,0.4441495
6.391106,7.859887,80.64297,4.840044,20.58146,10.53766,75.46342,25.53967,21.31072,27.96949,7.325845,56.0826,14.20593,4.100273,12.53914,10.20239, ,-2.566864,356.3462,7.897907,359.2574,6.45927,359.3752,355.2199,2.91326,356.1295,355.1417,353.0457,56.07729,354.7384,0.0579295,12.3342,352.1227, ,356.7769,1.873215,355.5915,355.2319,10.68979,3.684086,14.88926,25.25321,9.061313,27.53025,2.285341,0.7670087,346.8106,357.0476,2.185156,353.4967, ,4.959572,353.2364,279.4745,0.4075761,17.01085,9.834577,73.44062,358.0583,340.7705,0.4446688,359.5287,359.9303,359.7984,2.843797,359.604,0.5492572
6.385222,7.868254,80.64183,4.839397,20.58019,10.52121,75.46733,25.53782,21.3125,27.97418,7.324883,56.08283,14.2088,4.098745,12.53914,10.20239, ,-2.564514,356.35,7.898707,359.2561,6.457536,359.38,355.2143,2.916828,356.132,355.1416,353.046,56.07744,354.7393,0.05757385,12.3342,352.1227, ,356.7736,1.863688,355.5902,355.2327,10.68767,3.672352,14.88477,25.25093,9.061232,27.5346,2.281835,0.7718933,346.8071,357.0432,2.185156,353.4967, ,4.951054,353.2221,279.4757,0.4062684,17.01103,9.821853,73.44454,358.0589,340.7682,0.4511242,359.5218,359.9299,359.7986,2.836982,359.604,0.5492572
6.498278,7.795243,80.7327,3.819962,20.17325,10.6373,74.63671,27.71415,21.63276,27.37289,8.800035,55.2506,13.97016,3.524506,12.13449,10.56054, ,-2.694244,356.41,8.763513,359.5743,7.291049,359.3271,353.9426,3.742408,355.997,355.2056,351.278,55.19862,353.6262,0.8228972,11.9356,351.6519, ,356.6751,1.919849,356.5228,356.2037,6.175979,3.768871,15.00248,27.33691,9.554382,26.92641,0.7090946,2.680739,347.5518,357.5944,2.161095,353.5112, ,4.970387,353.2904,279.4589,0.007617807,18.18708,9.904249,72.31916,358.0823,340.6442,0.5934358,359.0131,0.3968876,0.2224076,2.423723,359.7946,0.6418089
6.614022,7.757168,80.84146,3.040912,20.46679,10.72624,73.85461,29.805,21.9696,26.82825,10.54806,54.20712,13.84673,3.240308,11.79947,11.00093, ,-2.89975,356.4691,9.66937,359.8551,7.702448,359.2603,352.7618,4.357218,355.8914,355.2506,349.566,54.05569,352.7606,1.587453,11.6389,351.0744, ,356.5826,1.964827,357.3718,356.9792,4.195116,3.846943,15.39747,29.34858,10.01858,26.37154,359.1433,4.566244,348.1679,358.0808,1.930835,353.5484, ,4.952822,353.316,279.4532,359.6857,18.79574,9.962423,71.16924,357.9908,340.491,0.7356538,358.7849,0.8107853,0.4794586,2.046694,359.8999,0.7639149
6.749161,7.722558,80.99191,2.481294,20.62401,10.82321,73.11377,31.77056,22.32355,26.28191,12.31378,46.51072,11.48177,3.262697,11.54835,11.32744, ,-3.170319,356.5195,10.60407,0.04841781,7.223088,359.2075,351.645,4.756758,355.8141,355.2863,347.9855,46.1687,358.2952,2.325316,11.43331,350.5052, ,356.51,2.021319,358.1155,357.5861,6.929179,3.94097,16.03372,31.2533,10.44267,25.81841,357.6236,6.302061,348.7326,358.5816,1.630521,353.7979, ,4.928573,353.346,279.4297,359.4276,18.50021,10.02385,69.97973,357.7839,340.2998,0.7947433,358.9373,1.668446,358.7491,1.767922,0.01549879,0.7335519
7.041843,7.724991,81.02735,1.350433,21.14009,10.97625,71.75951,35.12759,23.11713,25.32588,15.59001,43.06283,13.72448,4.068841,11.22482,12.42517, ,-3.858398,356.5422,11.32104,359.7256,7.060668,359.1179,349.4531,5.093284,355.5703,355.2253,345.2746,41.97653,351.2079,3.86614,11.14003,349.3126, ,356.442,2.15917,358.7492,359.7129,7.371357,4.138867,17.78396,34.53262,11.1693,24.82963,354.8789,10.56257,349.4826,359.6203,1.334698,353.6254, ,4.818342,353.3712,279.516,358.7095,18.99988,10.09816,67.47087,357.1877,339.7749,0.8450438,359.9084,2.780509,359.6616,1.198103,0.5025203,0.637089
