Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,,,,,,,,,,,,,,,,,,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,,,,,,,,,,,,,,,,,,,,,,,,
8.154253,9.723598,74.63103,38.10213,14.54633,6.763302,96.28805,5.711215,8.523172,140.8047,23.78972,13.27877,18.70207,18.07228,7.81832,5.977302, ,0.220171,0.08547688,0.1745529,1.329838,0.4289427,0.2943158,0.1096954,0.2107697,0.6892996,0.4106445,0.9237328,1.635691,0.9687634,0.1039295,1.259825,0.5553508, ,7.426873,0.2918622,-26.38715,6.700485,-6.093689,-4.380524,26.25672,2.618342,-3.144196,-9.316284,21.88657,13.21993,-14.01996,-18.05267,5.67334,4.530421, ,-3.263519,-1.162628,-26.73676,-33.97702,-6.722717,0.5226306,-9.70459,-4.970032,1.793519,-140.8315,-8.538635,1.235433,-12.42319,-0.8527222,-4.791992,-3.198242, ,-1.075897,-9.652588,-59.6958,14.2589,11.74722,5.107733,90.86673,-1.152496,-7.767029,2.069579,-5.879639,-0.1009827,0.1220559,0.05794323,-2.699463,2.109586,,,,,,0.08547688,0.1745529,1.329838,0.4289427,0.2943158,0.1096954,0.2107697,0.6892996,,,0.063919604,0.177334243,1.010217033,0.331249149,0.236285404,0.165635838,0.173681053,0.525503178,,,0.098578528,0.190491632,1.056718464,0.398206191,0.200358375,0.290888047,0.275830707,0.463758007,0,,,,,,,,,,,,,,,,,,,,,0.9237328,1.635691,0.9687634,0.1039295,1.259825,0.5553508,,,0.717572111,1.547766911,0.605349449,0.208430598,1.080788344,1.143643156,,,0.749253784,1.472215744,0.598557396,0.293173906,1.318402876,1.300635592,,,,,,,,,,,,,,,,,,,,,,,,,,
8.29342,9.724082,74.40317,39.24429,14.61785,6.437012,96.19336,5.65694,7.867657,140.4369,24.50938,15.4324,19.17088,18.33578,9.301853,6.506949, ,0.1391668,0.000484467,0.2278671,1.142162,0.07152557,0.3262901,0.09468842,0.05427504,0.6555157,0.3678894,0.7196617,2.153628,0.468811,0.263504,1.483533,0.5296474, ,7.670474,0.7652125,-25.77029,7.273259,-6.248962,-4.091278,26.55611,2.593939,-2.660339,-9.28891,23.22849,15.39789,-13.06854,-18.0495,8.58765,4.12547, ,-2.960571,-1.347748,-25.56714,-34.96179,-6.748474,0.4563096,-10.18344,-4.933258,0.8604098,-140.4452,-7.614349,0.6398245,-13.82443,-3.222351,-2.433014,-4.691284, ,-1.309631,-9.6091,-60.46481,14.46197,11.75082,4.933413,90.52257,-1.08847,-7.374878,1.839233,-4.113525,-0.7313232,-1.415863,1.129648,-2.812561,1.662189,,,,,,0.000484467,0.2278671,1.142162,0.07152557,0.3262901,0.09468842,0.05427504,0.6555157,,,0.067894731,0.211758916,0.985345578,0.274309279,0.276437312,0.176035551,0.110223831,0.498108352,,,0.082687725,0.196503894,0.923813632,0.366886534,0.210868192,0.239428092,0.167848171,0.419717496,0,,,,,,,,,,,,,,,,,,,,,0.7196617,2.153628,0.468811,0.263504,1.483533,0.5296474,,,0.636460411,1.943644078,0.446352643,0.181355996,1.344769411,1.654467378,,,0.596044084,1.809007436,0.50601496,0.257240521,1.37038526,1.568756976,,,,,,,,,,,,,,,,,,,,,,,,,,
8.631042,9.596485,74.07227,40.14017,14.25308,6.802212,95.89262,5.589827,7.496939,140.2109,25.04458,18.17877,19.16477,18.26848,10.96188,11.48306, ,0.3376226,0.1275969,0.3309021,0.8958855,0.3647757,0.3652,0.3007431,0.0671134,0.370718,0.2259216,0.5352039,2.746372,0.006111145,0.06729698,1.660028,4.976114, ,8.048523,0.8324757,-24.40973,7.568876,-6.247223,-4.466919,27.0219,2.880799,-2.484619,-9.290222,24.38034,18.10817,-10.95187,-17.25708,10.66582,7.838641, ,-2.901031,-1.632446,-24.18982,-35.8186,-6.668396,0.3760224,-11.03821,-4.697266,0.3214811,-140.1955,-5.891876,-0.5783691,-15.06314,-5.997894,0.7707433,-7.974457, ,-1.369537,-9.43222,-61.59387,14.53568,11.32273,5.10289,89.77642,-1.067963,-7.073456,1.538213,-1.765961,-1.594849,-3.388672,1.940555,-2.343414,2.144401,,,,,,0.1275969,0.3309021,0.8958855,0.3647757,0.3652,0.3007431,0.0671134,0.370718,,,0.09030449,0.2188178,0.798237244,0.311734216,0.255493724,0.221818704,0.080248678,0.365581998,,,0.082997595,0.206041244,0.771118177,0.397382379,0.206509063,0.264319755,0.1728747,0.358246352,0,,,,,,,,,,,,,,,,,,,,,0.5352039,2.746372,0.006111145,0.06729698,1.660028,4.976114,,,0.485954278,2.136467889,0.256165822,0.161150182,1.468296889,2.394914622,,,0.486611776,2.207326008,0.683128564,0.235585096,1.610688964,1.943897688,,,,,,,,,,,,,,,,,,,,,,,,,,
8.540068,9.48239,73.95868,40.45739,13.92352,6.900515,95.60266,5.545811,7.429036,140.1959,25.16708,19.75685,19.30544,17.97561,12.17152,12.84148, ,0.09097481,0.1140947,0.1135864,0.3172112,0.3295517,0.09830284,0.2899551,0.04401636,0.06790257,0.01499939,0.1224995,1.578077,0.1406746,0.2928772,1.209641,1.358416, ,7.975375,0.7579348,-23.53391,7.578011,-6.130524,-4.50592,26.83978,3.001574,-2.744812,-9.175568,24.76913,19.64589,-9.21933,-17.08255,11.94593,9.926811, ,-2.821381,-1.500977,-23.6908,-36.18015,-6.621033,0.260048,-10.9342,-4.567566,0.188489,-140.1648,-4.55835,-1.261963,-16.04089,-5.624664,1.641826,-6.893829, ,-1.388916,-9.342377,-62.18848,14.4992,10.97774,5.211001,89.56263,-1.070892,-6.906036,1.30705,-0.3585815,-1.912933,-4.435242,1.63442,-1.499939,3.803626,,,,,,0.1140947,0.1135864,0.3172112,0.3295517,0.09830284,0.2899551,0.04401636,0.06790257,,,0.099471836,0.2055613,0.609940022,0.39293523,0.179279267,0.28640238,0.112740358,0.223726166,,,0.089581606,0.205171186,0.68456973,0.447642168,0.180709738,0.339401858,0.245068889,0.313969768,0,,,,,,,,,,,,,,,,,,,,,0.1224995,1.578077,0.1406746,0.2928772,1.209641,1.358416,,,0.301766489,2.271880889,0.320340312,0.228340784,1.740906667,2.272476156,,,0.506973956,2.698663468,0.957218237,0.265107577,1.861953908,1.933114808,,,,,,,,,,,,,,,,,,,,,,,,,,
8.328577,9.367076,73.83949,40.70528,13.44334,6.960857,95.3875,5.432265,7.470984,140.0072,25.327,21.64684,19.40487,17.94384,13.75994,15.13589, ,0.2114906,0.1153145,0.119194,0.2478943,0.4801836,0.06034184,0.2151566,0.1135454,0.04194784,0.1887512,0.1599216,1.889994,0.09942436,0.0317688,1.588415,2.294412, ,7.800017,0.6333685,-22.59134,7.430285,-5.886383,-4.563538,26.52679,3.010694,-3.096527,-9.281525,25.0792,21.47593,-6.977386,-16.84952,13.28994,11.02392, ,-2.659058,-1.233429,-23.21252,-36.52505,-6.513916,0.268624,-10.51984,-4.41568,0.06389811,-139.9516,-3.191589,-2.132172,-16.90076,-6.225708,3.462943,-9.545746, ,-1.406555,-9.270996,-62.77725,14.43946,10.5331,5.240094,89.57073,-1.099365,-6.801331,1.026027,1.025863,-2.158691,-5.59729,1.589376,-0.5674133,3.280524,,,,,,0.1153145,0.119194,0.2478943,0.4801836,0.06034184,0.2151566,0.1135454,0.04194784,,,0.098634934,0.208823289,0.508844248,0.561870611,0.121263562,0.382861667,0.26231278,0.185293296,,,0.09114006,0.199118329,0.620539592,0.503737378,0.15407387,0.428528766,0.346528413,0.288735235,0,,,,,,,,,,,,,,,,,,,,,0.1599216,1.889994,0.09942436,0.0317688,1.588415,2.294412,,,0.268579033,2.838969111,1.154751603,0.299899853,2.241521889,2.177798333,,,0.616017932,3.22474868,1.277667161,0.310208366,2.029534808,1.852180776,,,,,,,,,,,,,,,,,,,,,,,,,,
8.080624,9.300421,73.45825,39.59718,14.22966,7.102088,94.80624,4.965244,7.799964,139.8083,25.56549,25.93318,21.18602,18.65864,17.81876,13.82955, ,0.2479534,0.06665516,0.3812332,1.108105,0.7863178,0.1412311,0.5812683,0.4670215,0.3289804,0.1988983,0.2384872,4.286337,1.781157,0.7147999,4.058818,1.306338, ,7.572777,0.2497288,-20.63586,7.527174,-5.80069,-4.691467,25.46619,2.827307,-3.785919,-9.394592,25.04059,25.51854,-0.8231812,-16.84763,17.15074,10.23284, ,-2.520325,-1.281189,-21.49075,-35.96103,-7.223572,0.4467681,-9.45163,-3.951385,-0.3112183,-139.6974,0.6781225,-4.028076,-19.25189,-7.861664,4.614764,-9.031555, ,-1.446381,-9.211395,-64.11371,12.84327,11.18714,5.296432,89.62238,-1.127197,-6.803436,0.3731596,5.304021,-3.423157,-8.709167,3.24661,-0.9553833,1.613436,,,,,,0.06665516,0.3812332,1.108105,0.7863178,0.1412311,0.5812683,0.4670215,0.3289804,,,0.088931184,0.220277556,0.556326651,0.671521889,0.098201716,0.555451311,0.515704562,0.259692183,,,0.086444508,0.18986052,0.599970449,0.549808175,0.130794553,0.535839873,0.466973757,0.286639399,0,,,,,,,,,,,,,,,,,,,,,0.2384872,4.286337,1.781157,0.7147999,4.058818,1.306338,,,0.576495078,3.996314111,2.142243036,0.435413589,2.702234889,1.6468182,,,0.801702368,3.755699,1.671384821,0.385000698,2.099829,1.632960452,,,,,,,,,,,,,,,,,,,,,,,,,,
7.908569,9.353095,73.25697,39.68657,13.20989,7.168167,94.04914,4.034254,8.177277,139.7289,24.88522,31.33872,27.43074,19.17978,21.03026,11.41823, ,0.1720543,0.05267429,0.2012863,0.08939743,1.01977,0.06607866,0.7570953,0.9309897,0.3773122,0.07937622,0.6802692,5.40554,6.244717,0.5211411,3.211506,2.411327, ,7.334321,-0.07461548,-18.65707,7.430931,-5.210602,-4.726746,23.89872,2.27609,-4.17392,-9.203003,23.31525,31.07789,7.427157,-16.23755,20.06067,6.35323, ,-2.687439,-1.758392,-19.34338,-36.21646,-6.583466,0.477499,-7.741089,-3.167542,-0.7721558,-139.5602,3.779643,-3.469391,-24.26025,-9.656128,6.006269,-9.490967, ,-1.426788,-9.185242,-65.68082,12.51735,10.51339,5.349582,89.77707,-1.096466,-6.96283,-0.4052124,8.722359,-3.328796,-12.27197,5.069009,-1.241699,0.02486137,,,,,,0.05267429,0.2012863,0.08939743,1.01977,0.06607866,0.7570953,0.9309897,0.3773122,,,0.084257541,0.184597426,0.526115477,0.679504078,0.099145536,0.703214911,0.730917811,0.334281493,,,0.086153518,0.172788074,0.854303386,0.613151256,0.112055504,0.661308332,0.569049677,0.304930566,0,,,,,,,,,,,,,,,,,,,,,0.6802692,5.40554,6.244717,0.5211411,3.211506,2.411327,,,1.091680178,4.887966222,2.832694484,0.466021878,2.469059467,1.393060422,,,1.10667162,4.20567864,2.166776497,0.452347259,1.91774244,1.362110688,,,,,,,,,,,,,,,,,,,,,,,,,,
7.820524,9.503438,73.17271,38.99574,12.8546,7.277145,93.02834,2.927064,8.621142,139.5812,22.21511,38.27739,28.5385,18.80415,22.36444,11.28577, ,0.08804512,0.1503429,0.0842514,0.6908302,0.3552847,0.1089783,1.020798,1.10719,0.4438658,0.1477051,2.670113,6.938671,1.107759,0.3756256,1.334177,0.1324558, ,7.113377,-0.4965515,-16.41644,7.756946,-4.796753,-4.649323,21.83307,1.709627,-4.554871,-8.636841,19.87871,38.20648,10.44613,-15.02289,21.00582,3.325522, ,-3.049133,-2.187317,-17.26678,-35.74158,-6.137451,0.504599,-5.650604,-2.140869,-1.059387,-139.3712,4.583491,-2.045105,-24.54092,-10.30444,7.527218,-10.78024, ,-1.336029,-9.226105,-67.2467,11.55935,10.49514,5.556716,89.7856,-1.062683,-7.202728,-1.161133,9.693258,-2.106018,-12.85385,6.300206,-0.81427,-0.7918701,,,,,,0.1503429,0.0842514,0.6908302,0.3552847,0.1089783,1.020798,1.10719,0.4438658,,,0.081102568,0.123533455,0.612322507,0.538880744,0.108868458,0.792229633,0.796616222,0.369665356,,,0.096035524,0.178201284,1.285688329,0.612852992,0.108410446,0.801984624,0.601269691,0.332966682,0,,,,,,,,,,,,,,,,,,,,,2.670113,6.938671,1.107759,0.3756256,1.334177,0.1324558,,,1.658979733,5.110607556,2.318867111,0.4799701,1.672363222,0.782359322,,,1.444446604,4.41866548,2.268888653,0.531804452,1.558815628,0.920654628,,,,,,,,,,,,,,,,,,,,,,,,,,
7.806288,9.554422,73.16536,38.37466,12.56177,7.410458,92.38998,2.403741,8.910099,139.417,20.40792,41.71246,27.65565,18.386,22.57705,11.41733, ,0.01423597,0.05098438,0.007354736,0.6210823,0.2928381,0.1333132,0.6383591,0.5233228,0.2889566,0.1641693,1.807192,3.435066,0.882843,0.4181538,0.2126122,0.1315632, ,7.029459,-0.6152649,-15.33261,7.832672,-4.477448,-4.632996,20.73503,1.510275,-4.865692,-8.361053,17.92148,41.66339,11.99549,-14.37808,21.25292,2.053349, ,-3.240967,-2.290985,-16.43323,-35.25372,-5.929291,0.5388717,-4.480988,-1.572937,-1.077728,-139.1868,3.978717,-1.846741,-22.88733,-10.17029,7.482839,-11.21347, ,-1.236511,-9.243622,-67.9054,11.01492,10.37158,5.738377,89.64744,-1.03299,-7.342834,-1.549805,9.610038,-1.871216,-12.76471,6.79102,-0.7619934,-0.8749084,,,,,,0.05098438,0.007354736,0.6210823,0.2928381,0.1333132,0.6383591,0.5233228,0.2889566,,,0.074900506,0.100607128,1.434658192,0.547714544,0.112373418,0.845726089,0.658226089,0.364221722,,,0.118737206,0.222223198,1.845162876,0.610336176,0.115192633,0.95383796,0.601623122,0.393209334,0,,,,,,,,,,,,,,,,,,,,,1.807192,3.435066,0.882843,0.4181538,0.2126122,0.1315632,,,1.9323968,4.547178667,2.140518333,0.540589833,0.816595111,0.482334844,,,1.631483704,4.24827768,2.284778084,0.649378196,1.203763616,0.683605528,,,,,,,,,,,,,,,,,,,,,,,,,,
7.830634,9.5495,73.22589,37.46531,12.18923,7.523324,91.69449,1.931412,9.243972,139.2044,18.70085,44.92436,26.1454,17.78653,22.43537,11.16558, ,0.0243454,0.004921913,0.06053162,0.9093475,0.3725386,0.1128664,0.6954956,0.4723295,0.3338728,0.212677,1.707069,3.211906,1.51025,0.5994644,0.1416836,0.2517481, ,6.990822,-0.6521606,-14.36685,7.792479,-4.040405,-4.556244,19.53979,1.342165,-5.247589,-8.102325,15.99782,44.81479,13.1614,-13.72751,21.38444,0.8732821, ,-3.425598,-2.305939,-15.79318,-34.5033,-5.767487,0.6130382,-3.212189,-0.9803467,-1.026093,-138.9527,3.255432,-3.05249,-20.36096,-9.738495,6.595868,-11.10251, ,-1.087921,-9.231506,-68.49469,10.4311,10.16195,5.932576,89.44879,-0.9962769,-7.496582,-1.958923,9.624941,-2.882294,-12.60678,7.104208,-0.908783,-0.8937073,,,,,,0.004921913,0.06053162,0.9093475,0.3725386,0.1128664,0.6954956,0.4723295,0.3338728,,,0.1046846,0.200277537,2.6268687,0.620728611,0.122303011,1.021916778,0.462245136,0.369200267,,,0.153659573,0.287118218,2.439855566,0.603068688,0.11782601,1.108800412,0.59213661,0.436636803,0,,,,,,,,,,,,,,,,,,,,,1.707069,3.211906,1.51025,0.5994644,0.1416836,0.2517481,,,1.993049778,4.000287222,2.207070222,0.707880267,0.4221677,0.301317122,,,1.700396176,3.88611628,2.255246982,0.782538028,0.909726636,0.4959908,,,,,,,,,,,,,,,,,,,,,,,,,,
8.045941,9.391553,73.61844,29.70639,13.76473,7.624978,90.18771,1.667374,9.722308,138.7736,16.16549,49.83708,21.01,16.64701,21.88708,10.399, ,0.2153077,0.1579475,0.3925476,7.758924,1.5755,0.1016531,1.506775,0.2640377,0.4783363,0.4307556,2.535362,4.912716,5.135401,1.139526,0.5482922,0.7665892, ,7.093445,-0.6673279,-12.66592,5.150048,-0.6272888,-4.159271,16.80503,-0.6395264,-4.467072,-7.65097,12.65644,49.39562,12.52762,-12.39819,21.31306,-0.9838257, ,-3.781097,-2.14093,-14.92871,-27.83847,-9.510254,0.8954585,-0.4139709,-1.53476,1.042014,-138.4836,3.333112,-7.414917,-15.28833,-9.151764,4.64893,-10.31067, ,-0.6792603,-9.108002,-69.68158,7.932428,9.995134,6.296745,88.87974,-0.1217651,-8.615295,-2.715942,9.888319,-5.259155,-9.107117,7.415984,-1.184723,-0.8460999,,,,,,0.1579475,0.3925476,7.758924,1.5755,0.1016531,1.506775,0.2640377,0.4783363,,,0.194069945,0.398063653,4.036714478,0.756522978,0.127097444,1.352150033,0.41481226,0.488816989,,,0.205162351,0.369552604,3.040904309,0.58981052,0.116939986,1.26103672,0.578624307,0.45924291,0,,,,,,,,,,,,,,,,,,,,,2.535362,4.912716,5.135401,1.139526,0.5482922,0.7665892,,,1.865114556,3.512099333,2.637850526,0.981735178,0.4758886,0.376610778,,,1.664872528,3.35210518,2.141351952,0.90937682,0.701650648,0.381470414,,,,,,,,,,,,,,,,,,,,,,,,,,
8.518483,9.032364,74.35529,26.24346,14.14171,7.808195,88.38802,1.728681,10.06504,138.6715,14.70446,52.56971,18.82137,15.56546,21.3686,10.42684, ,0.4725418,0.359189,0.7368469,3.462933,0.3769808,0.183217,1.799698,0.06130672,0.3427324,0.1021118,1.46102,2.732632,2.188635,1.081544,0.5184727,0.0278492, ,7.484437,-0.6822205,-11.10635,4.090469,0.6105526,-3.790375,13.94894,-0.02822876,-6.204437,-7.242645,10.16184,51.84669,10.2237,-11.09076,20.97035,-2.494324, ,-4.079559,-1.666687,-14.36252,-24.80435,-9.660522,1.306978,2.59331,1.438469,-0.64505,-138.379,4.749694,-10.25778,-14.88708,-8.625427,3.71753,-10.05927, ,-0.2659302,-8.841492,-71.02905,6.763956,10.27055,6.6586,87.79299,-0.9588623,-7.868042,-3.018524,9.958129,-5.891663,-6.881439,7.624515,-1.237457,-0.9539795,,,,,,0.359189,0.7368469,3.462933,0.3769808,0.183217,1.799698,0.06130672,0.3427324,,,0.297659635,0.564972758,3.999714611,0.596944278,0.128589148,1.579243178,0.515795529,0.561414187,,,0.27097902,0.502895189,3.0959403,0.49107292,0.120521566,1.40618136,0.619927928,0.469901234,0,,,,,,,,,,,,,,,,,,,,,1.46102,2.732632,2.188635,1.081544,0.5184727,0.0278492,,,1.530307978,2.758461889,2.104903618,1.147774111,0.638337478,0.311887444,,,1.521859728,2.608213936,1.704609633,1.056846488,0.684368604,0.276811389,,,,,,,,,,,,,,,,,,,,,,,,,,
9.238631,8.538783,75.1581,22.55544,13.85138,7.921632,86.36774,3.079283,11.38722,139.0547,13.66789,54.11631,18.76753,13.9286,20.26341,10.82582, ,0.7201481,0.4935808,0.8028183,3.688015,0.2903299,0.1134377,2.020279,1.350602,1.322177,0.3832092,1.036575,1.546604,0.05383873,1.636868,1.105196,0.3989716, ,8.162679,-0.698761,-9.644592,3.162149,1.528874,-3.338989,10.87341,-1.200348,-3.523224,-6.897522,7.759222,53.20269,8.691175,-9.469513,19.92646,-3.613586, ,-4.323212,-1.070862,-13.58981,-21.54556,-9.046967,1.786855,5.422445,2.673137,4.150031,-138.7954,6.685899,-11.84039,-15.71713,-7.659943,3.330778,-10.1131, ,0.09249518,-8.436157,-72.41333,5.351595,10.26783,6.907278,86.19405,-0.9751892,-10.13422,-2.80188,9.531228,-5.03595,-6.843079,7.444993,-1.126526,-1.096741,,,,,,0.4935808,0.8028183,3.688015,0.2903299,0.1134377,2.020279,1.350602,1.322177,,,0.361432211,0.617883456,3.454372333,0.398921478,0.112779199,1.600407889,0.74246526,0.601650884,,,0.331576824,0.622559799,2.983940748,0.41363378,0.122739224,1.529192212,0.761356359,0.484279253,0,,,,,,,,,,,,,,,,,,,,,1.036575,1.546604,0.05383873,1.636868,1.105196,0.3989716,,,1.143108667,1.805644167,1.273906754,1.232057467,0.802969,0.259642729,,,1.413600976,1.908620292,1.440242794,1.21050636,0.823260144,0.277744771,,,,,,,,,,,,,,,,,,,,,,,,,,
9.659236,8.245392,75.58105,20.75003,13.71402,7.986236,85.30325,3.835913,11.47685,139.4179,13.12912,54.61403,19.25703,12.99551,19.52245,10.96639, ,0.4206047,0.2933912,0.4229507,1.805407,0.1373577,0.06460333,1.064491,0.7566307,0.08963108,0.3631592,0.5387688,0.497715,0.4894981,0.9330826,0.7409592,0.1405697, ,8.569586,-0.6834412,-8.941345,2.803798,1.851822,-3.131958,9.288119,-1.648956,-3.562439,-6.726898,6.4194,53.63352,9.268437,-8.605286,19.21664,-4.037537, ,-4.43396,-0.7998047,-13.07098,-19.92422,-8.581116,2.010968,6.573123,3.32074,4.32475,-139.1806,7.619314,-12.20981,-15.81992,-6.955658,3.036921,-10.10229, ,0.2607916,-8.173401,-73.12857,4.637624,10.40874,7.012353,85.22201,-1.033966,-10.15598,-2.606567,9.003482,-4.247223,-7.387543,7.37689,-1.218323,-1.085297,,,,,,0.2933912,0.4229507,1.805407,0.1373577,0.06460333,1.064491,0.7566307,0.08963108,,,0.383521167,0.685401044,2.274890244,0.2030737,0.103608828,1.500453444,0.880532491,0.421722738,,,0.373620989,0.708107281,2.700573764,0.33920692,0.132206215,1.622570184,0.92453227,0.42157372,0,,,,,,,,,,,,,,,,,,,,,0.5387688,0.497715,0.4894981,0.9330826,0.7409592,0.1405697,,,0.953567911,0.898469711,0.645247151,1.250313311,0.938590144,0.199306824,,,1.389070664,1.444144448,1.323664377,1.309877696,0.990028684,0.255773677,,,,,,,,,,,,,,,,,,,,,,,,,,
10.08604,7.936352,76.02141,19.02033,13.59889,8.063642,84.19556,4.566382,11.58211,139.85,12.48581,54.8516,20.06901,11.98638,18.67847,10.92994, ,0.4268055,0.3090396,0.4403534,1.729702,0.1151266,0.07740593,1.107681,0.7304688,0.1052637,0.4321442,0.6433134,0.2375755,0.8119774,1.009134,0.843977,0.03644276, ,8.987978,-0.6610107,-8.205078,2.529231,2.118876,-2.960693,7.69913,-1.908386,-3.660858,-6.554443,5.036444,53.81848,4.703562,-7.718018,18.42703,-4.415009, ,-4.52948,-0.5389099,-12.50806,-18.3428,-8.061615,2.225304,7.469181,4.018586,4.509092,-139.6345,8.199366,-12.40103,-18.62601,-6.177948,2.570769,-9.909149, ,0.4179769,-7.88736,-73.85971,3.985605,10.60639,7.106698,84.14128,-1.100342,-10.17047,-2.404785,8.337686,-3.611176,-6.673004,7.220483,-1.308441,-1.024597,,,,,,0.3090396,0.4403534,1.729702,0.1151266,0.07740593,1.107681,0.7304688,0.1052637,,,0.417432033,0.805930222,1.851929267,0.181385667,0.120961094,1.585693333,1.068101978,0.319596718,,,0.39850798,0.771235944,2.341116152,0.271144464,0.148513415,1.70011596,1.097295998,0.366943938,0,,,,,,,,,,,,,,,,,,,,,0.6433134,0.2375755,0.8119774,1.009134,0.843977,0.03644276,,,1.271632311,0.556234144,0.74973697,1.387465022,1.162672711,0.22448552,,,1.42749606,1.131218564,1.242194988,1.378970884,1.132439236,0.233198982,,,,,,,,,,,,,,,,,,,,,,,,,,
10.84903,7.329265,77.69798,18.26091,13.3712,8.237407,81.94057,5.997834,11.91111,140.8681,10.3408,54.55951,19.65054,9.906355,16.87086,10.45657, ,0.7629919,0.6070871,1.676567,0.7594242,0.2276964,0.1737652,2.25499,1.431452,0.3289976,1.018082,2.145008,0.2920914,0.4184628,2.080024,1.807615,0.4733744, ,9.73879,-0.637207,-4.684387,3.550993,2.536701,-2.711151,4.504785,-1.756165,-4.089569,-6.157013,2.106372,53.5205,3.522155,-5.983643,16.75189,-5.087921, ,-4.678345,-0.07571411,-9.926727,-17.40155,-7.05249,2.621986,8.488379,5.620687,4.962965,-140.6923,7.577079,-12.47028,-18.42206,-4.56424,1.29582,-9.062653, ,0.6903449,-7.300751,-76.63458,3.766595,10.92624,7.262861,81.80934,-1.230438,-10.21057,-2.053101,6.861155,-3.979401,-6.496796,6.691302,-1.353973,-0.8383789,,,,,,0.6070871,1.676567,0.7594242,0.2276964,0.1737652,2.25499,1.431452,0.3289976,,,0.464019289,0.984747967,1.696139733,0.209409822,0.174706199,1.877963667,1.337679256,0.262537853,,,0.401948209,0.81226622,1.92097736,0.212845272,0.169672984,1.75781404,1.282033721,0.320953645,0,,,,,,,,,,,,,,,,,,,,,2.145008,0.2920914,0.4184628,2.080024,1.807615,0.4733744,,,1.775323511,0.690661133,1.216372256,1.591747067,1.431606244,0.254979678,,,1.545624984,0.98665172,1.18518097,1.414890192,1.235542308,0.221084684,,,,,,,,,,,,,,,,,,,,,,,,,,
