Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,Spine_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_Q_w,RightShoulder_Q_w,RightArm_Q_w,RightForeArm_Q_w,RightHand_Q_w,LeftShoulder_Q_w,LeftArm_Q_w,LeftForeArm_Q_w,LeftHand_Q_w,Hip_Q_w,Spine_Q_w,RightUpLeg_Q_w,RightLeg_Q_w,RightFoot_Q_w,LeftUpLeg_Q_w,LeftLeg_Q_w,LeftFoot_Q_w, ,Head_Q_x,RightShoulder_Q_x,RightArm_Q_x,RightForeArm_Q_x,RightHand_Q_x,LeftShoulder_Q_x,LeftArm_Q_x,LeftForeArm_Q_x,LeftHand_Q_x,Hip_Q_x,Spine_Q_x,RightUpLeg_Q_x,RightLeg_Q_x,RightFoot_Q_x,LeftUpLeg_Q_x,LeftLeg_Q_x,LeftFoot_Q_x, ,Head_Q_y,RightShoulder_Q_y,RightArm_Q_y,RightForeArm_Q_y,RightHand_Q_y,LeftShoulder_Q_y,LeftArm_Q_y,LeftForeArm_Q_y,LeftHand_Q_y,Hip_Q_y,Spine_Q_y,RightUpLeg_Q_y,RightLeg_Q_y,RightFoot_Q_y,LeftUpLeg_Q_y,LeftLeg_Q_y,LeftFoot_Q_y, ,Head_Q_z,RightShoulder_Q_z,RightArm_Q_z,RightForeArm_Q_z,RightHand_Q_z,LeftShoulder_Q_z,LeftArm_Q_z,LeftForeArm_Q_z,LeftHand_Q_z,Hip_Q_z,Spine_Q_z,RightUpLeg_Q_z,RightLeg_Q_z,RightFoot_Q_z,LeftUpLeg_Q_z,LeftLeg_Q_z,LeftFoot_Q_z, 
5.985681,6.759828,75.51999,24.9112,16.96576,3.188928,81.71609,7.652254,16.14925,150.2718,1.826005,12.37464,3.738557,11.86441,23.35626,11.0536,7.70682, ,0.9986361,0.9982606,0.7905828,0.9764634,0.98906,0.9996128,0.7563328,0.9977711,0.990086,0.2565273,0.999873,0.9941748,0.9994678,0.9946449,0.9793001,0.9953513,0.9977393, ,-0.01408243,0.02727138,-0.1424404,-0.1193242,0.104394,0.01839605,0.01685477,0.06394606,0.08628077,-0.01937531,-0.000144241,0.09383821,0.02507332,-0.09615082,-0.1827665,-0.002791375,0.04862775, ,0.0502624,-0.02712404,-0.2294752,-0.1595037,-0.08046691,-0.02066662,-0.07681491,0.01885639,0.01193479,-0.9662808,-0.000581106,-0.05036209,0.0055405,0.03770556,0.08413699,-0.09098531,-0.02034243, ,-0.00120483,-0.04468084,-0.5495733,-0.0827015,0.06623689,0.002961324,0.649443,0.002854297,-0.1101957,0.01094467,-0.0159259,-0.01656664,-0.02011751,0.003865653,-0.02210495,-0.03146111,0.04168846, 
5.959985,6.697912,75.50214,24.88655,16.97257,3.201178,81.7244,7.442309,16.28065,150.3537,1.813964,12.71004,4.332184,11.80332,23.38692,11.0767,7.767259, ,0.9986477,0.9982923,0.7906781,0.9765098,0.9890512,0.9996098,0.7562853,0.9978917,0.9899243,0.2558361,0.9998747,0.9938551,0.9992855,0.9946998,0.979246,0.9953318,0.9977037, ,-0.01439947,0.02678258,-0.1412431,-0.1204705,0.1045425,0.01918674,0.01433758,0.06299828,0.08684745,-0.01918518,-0.000370732,0.09639577,0.03106968,-0.09645569,-0.1824443,-0.002854496,0.05011834, ,0.04993863,-0.02706927,-0.2276434,-0.1590605,-0.08035613,-0.0201355,-0.07877199,0.01543196,0.01158193,-0.9664729,-0.000818494,-0.05210606,0.007180051,0.03558438,0.08587481,-0.09104059,-0.02117856, ,-0.00119302,-0.04430002,-0.5505061,-0.08133364,0.06626838,0.00256976,0.6493244,0.002268817,-0.1112357,0.01049268,-0.01580605,-0.01564768,-0.02029196,0.001531462,-0.02041938,-0.03190712,0.04033717, 
6.055911,6.630105,75.43806,24.66806,17.3298,3.282073,81.82258,7.156138,16.54236,150.3333,1.795749,13.52322,5.574678,11.41534,23.04779,10.9056,7.55698, ,0.9986039,0.9983267,0.7910203,0.9769189,0.9885864,0.9995899,0.7557244,0.9980507,0.9895983,0.2560084,0.9998772,0.9930446,0.9988169,0.9950423,0.9798415,0.9954748,0.9978263, ,-0.01515405,0.02638183,-0.1397287,-0.1207998,0.105882,0.02078025,0.01021483,0.06155913,0.08789007,-0.01950613,-0.000150871,0.1035776,0.04288453,-0.09482665,-0.1807206,0.006132262,0.05119253, ,0.05059341,-0.02673694,-0.2229073,-0.1571289,-0.08645604,-0.0196799,-0.08191022,0.01022482,0.01083119,-0.9664392,-0.001879096,-0.05446353,0.008185967,0.02976733,0.08351836,-0.0893778,-0.01883613, ,-0.000960571,-0.04396803,-0.5523361,-0.07967062,0.06333505,0.001000957,0.6496669,0.000880527,-0.1133728,0.008629824,-0.01555687,-0.01295756,-0.02141975,-0.00357644,-0.01659743,-0.03168376,0.03697744, 
6.035058,6.862276,75.28745,24.26676,17.09942,3.526948,81.93126,7.725701,16.47666,150.2687,1.749385,14.39039,7.017444,10.66556,22.09535,10.49166,7.234941, ,0.9986135,0.9982074,0.7918237,0.977661,0.9888873,0.9995264,0.755103,0.9977282,0.9896806,0.2565532,0.9998835,0.9921252,0.9981255,0.9956717,0.9814681,0.9958116,0.9980075, ,-0.01484918,0.02772792,-0.137616,-0.1207399,0.106422,0.02257955,0.006761756,0.0668088,0.08348918,-0.0202415,0.000508229,0.1123785,0.05637326,-0.08989586,-0.1759288,0.02278949,0.05123088, ,0.05050173,-0.02870197,-0.2176157,-0.1538362,-0.07950673,-0.02089159,-0.08382947,0.008617685,0.006742435,-0.9663059,-0.002122592,-0.05444859,0.007589185,0.0216418,0.07519687,-0.08261794,-0.01327449, ,-0.000464705,-0.04460192,-0.5538234,-0.07704196,0.06674622,-0.000854521,0.6501896,0.000899816,-0.1162602,0.004870438,-0.01511024,-0.009696749,-0.02258602,-0.00939995,-0.0107225,-0.03184827,0.03435346, 
5.926124,7.127186,74.99327,23.67019,17.08632,3.574349,82.00994,7.054177,16.9277,150.163,1.760979,15.14377,8.798165,9.688073,19.80024,8.983309,9.334144, ,0.9986631,0.9980664,0.7933891,0.9787419,0.9889042,0.9995136,0.7546527,0.9981058,0.9891089,0.2574449,0.9998819,0.9912803,0.997054,0.9964283,0.985109,0.9969288,0.9966843, ,-0.01415763,0.02990511,-0.1351566,-0.1198167,0.1070825,0.02330769,0.004196867,0.06150562,0.0884711,-0.02074701,0.001114539,0.1209936,0.07255347,-0.08155476,-0.163157,0.03444141,0.07038788, ,0.04971145,-0.03026398,-0.2112868,-0.1492649,-0.07873346,-0.0206843,-0.08472474,0.001205787,0.01070793,-0.9660702,-0.003161405,-0.05194217,0.0055829,0.01260326,0.05420101,-0.0617181,-0.02202778, ,0.000631465,-0.04531194,-0.554639,-0.07367593,0.06635405,-0.001271953,0.6506177,-0.000699552,-0.1171397,0.000408516,-0.0149979,-0.005089207,-0.02425205,-0.01790887,-0.001558667,-0.0337315,0.03436234, 
5.9811,7.190529,74.8046,23.28969,17.03669,3.636015,81.90971,6.945877,16.96386,150.0335,1.847737,15.2322,9.842628,9.107862,19.24408,9.288029,11.48286, ,0.9986382,0.9980319,0.7943903,0.9794176,0.9889685,0.9994966,0.7552263,0.9981635,0.9890624,0.2585366,0.99987,0.9911783,0.9963135,0.996843,0.9859318,0.996717,0.9949835, ,-0.01413493,0.03100156,-0.1337728,-0.1186655,0.1071376,0.02378973,0.00421283,0.06056678,0.08828637,-0.02107747,-0.000259024,0.1224487,0.08187481,-0.07568239,-0.1607668,0.03718019,0.09062853, ,0.05019819,-0.03016947,-0.2077102,-0.1462366,-0.07829015,-0.02098444,-0.08410601,-0.000406221,0.01092334,-0.9657712,-0.004141809,-0.05061949,0.004625126,0.007765733,0.04571003,-0.0631097,-0.003015532, ,0.001493159,-0.04539844,-0.5548923,-0.07262742,0.06583022,0.00047709,0.6500322,-0.001050463,-0.117651,0.000712365,-0.01558148,-0.003079348,-0.02519199,-0.02271138,-0.001792501,-0.03449839,0.04225321, 
6.079012,7.270038,74.60905,22.86526,16.94213,3.67286,81.80828,6.799448,16.95358,149.7406,1.997944,15.20419,10.97203,8.48208,19.01434,8.920029,11.89392, ,0.9985932,0.9979882,0.7954256,0.9801584,0.9890904,0.9994864,0.7558061,0.9982401,0.9890757,0.2610046,0.999848,0.9912107,0.9954196,0.9972618,0.9862649,0.9969718,0.9946182, ,-0.01382123,0.03220555,-0.1322715,-0.1177713,0.1065643,0.02402265,0.004646585,0.05924935,0.08787124,-0.02110443,-0.002263176,0.1222558,0.09214805,-0.06833279,-0.1607987,0.04017137,0.09564381, ,0.05113914,-0.02967115,-0.2045117,-0.1426171,-0.07788525,-0.02109602,-0.0825103,-0.002117828,0.0109354,-0.9651043,-0.006161567,-0.0505305,0.003579201,0.003054612,0.0377164,-0.05682649,-0.004428457, ,0.002335241,-0.04584894,-0.5549572,-0.07127211,0.06540804,0.002216085,0.6495596,-0.001315018,-0.1178492,0.002237295,-0.01615334,-0.001255058,-0.02521753,-0.02811181,-0.001673192,-0.03470157,0.03958985, 
6.32868,7.217383,74.48606,21.81724,16.71758,3.620049,81.71502,6.397719,16.72881,149.3884,2.282135,14.26375,13.78688,6.918198,19.62347,7.849117,12.08573, ,0.9984753,0.9980172,0.7960756,0.9819303,0.9893771,0.999501,0.7563388,0.9984419,0.9893629,0.2639703,0.9998017,0.992263,0.9927711,0.9981781,0.985373,0.997655,0.9944434, ,-0.01449543,0.03235441,-0.1277934,-0.1160367,0.1036088,0.02367026,0.00533453,0.05542851,0.0860982,-0.01839441,-0.007938029,0.1144895,0.1173504,-0.04679707,-0.1685473,0.05344035,0.1000639, ,0.05318012,-0.0276065,-0.1980329,-0.1336081,-0.07791688,-0.02029873,-0.07617015,-0.005803944,0.01025747,-0.9643106,-0.009123887,-0.04790019,0.001408449,-0.0055621,0.02506062,-0.03139958,-0.01708472, ,0.002971893,-0.04639807,-0.5574186,-0.06706228,0.06578065,0.00503764,0.6497086,-0.00280417,-0.1168036,0.009296489,-0.01582295,0.003453163,-0.02514909,-0.03767632,-0.001965377,-0.02902757,0.02788502, 
6.499122,7.191946,74.73799,20.44078,16.66219,3.617669,81.89639,5.792216,16.33934,149.1963,2.492624,13.36656,17.46672,5.892467,19.73298,9.183084,9.836734, ,0.9983921,0.9980311,0.7947432,0.9841325,0.9894473,0.9995017,0.7553025,0.9987228,0.9898516,0.2655872,0.9997634,0.9932047,0.9884056,0.9986782,0.9852097,0.9967907,0.9963179, ,-0.01476255,0.03316292,-0.1232225,-0.1130238,0.100465,0.02388724,0.007661832,0.04932372,0.0835246,-0.01695741,-0.01127889,0.1081191,0.1493012,-0.01514291,-0.1708381,0.07580155,0.08003549, ,0.05465607,-0.02680685,-0.189433,-0.1222816,-0.07843573,-0.01959107,-0.0660843,-0.008955652,0.008608419,-0.963864,-0.01074191,-0.04190361,0.003034216,-0.01700009,0.01287489,-0.00531234,-0.02833017, ,0.002834352,-0.04599522,-0.5633069,-0.06128724,0.06891081,0.006479299,0.6519911,-0.006312327,-0.1146448,0.01192804,-0.01518426,0.009941818,-0.02746652,-0.04608284,0.00322738,-0.02518409,0.01193956, 
6.505625,7.333218,75.08037,18.89425,16.84224,3.563162,82.25391,5.184623,16.01797,149.1777,2.29479,12.74621,22.13299,15.80488,18.3024,10.52113,8.358716, ,0.9983889,0.9979531,0.7929262,0.9864375,0.9892184,0.9995166,0.7532541,0.9989766,0.9902462,0.2657439,0.9997995,0.9938201,0.9814051,0.9905036,0.9872721,0.995788,0.9973408, ,-0.01353522,0.03405281,-0.1164455,-0.1096276,0.09916986,0.02331028,0.009877483,0.04286753,0.08034986,-0.01611201,-0.01007716,0.1046916,0.1895436,0.1186107,-0.158444,0.0877484,0.06185091, ,0.05502703,-0.02803933,-0.180089,-0.1094854,-0.07839046,-0.01950824,-0.05563562,-0.01052833,0.007247813,-0.9638849,-0.01053349,-0.03186885,0.009374447,-0.02647653,0.009642928,0.009884614,-0.03843139, ,0.002914101,-0.04630208,-0.5703303,-0.0541829,0.07394091,0.006529785,0.6552981,-0.009858814,-0.1135949,0.006826867,-0.01372889,0.01859013,-0.02880111,-0.06428954,0.009814803,-0.02467192,0.002977816, 
6.432509,7.451249,75.26368,18.04403,16.93476,3.527392,82.41875,4.925189,15.89934,149.1095,2.25175,12.16366,24.79678,18.10399,17.41216,10.82335,7.819422, ,0.9984249,0.9978867,0.7919505,0.9876282,0.9890999,0.9995263,0.7523071,0.9990765,0.9903899,0.2663179,0.9998069,0.9943716,0.9766783,0.987546,0.9884778,0.9955428,0.9976727, ,-0.01211253,0.03442371,-0.112162,-0.1076978,0.09914693,0.02281073,0.01053634,0.04016532,0.07816577,-0.01574424,-0.01012128,0.1000054,0.2122889,0.1371291,-0.1507102,0.08995181,0.05441305, ,0.05469305,-0.02905228,-0.1760724,-0.102236,-0.07775986,-0.01961067,-0.05081748,-0.01048173,0.007044973,-0.963742,-0.0103917,-0.02607308,0.01332614,-0.03835964,0.008115313,0.01545373,-0.04108367, ,0.003125683,-0.04683209,-0.573788,-0.05039524,0.07618961,0.006502919,0.6567652,-0.01109725,-0.1138786,0.005322613,-0.01325362,0.02333155,-0.02924686,-0.0669119,0.0115004,-0.02375875,-0.000708615, 
6.311334,7.564543,75.45847,17.15863,16.95344,3.495513,82.55266,4.666607,15.79091,148.9153,2.255917,11.44504,27.45487,19.94211,16.59801,11.0431,7.34005, ,0.9984837,0.9978219,0.7909114,0.9888103,0.9890758,0.9995348,0.7515367,0.9991709,0.9905204,0.2679507,0.9998062,0.9950165,0.9714356,0.9848953,0.9895283,0.9953601,0.9979492, ,-0.0103141,0.03470005,-0.1074439,-0.1056764,0.09949009,0.02220984,0.01101882,0.03761623,0.07555145,-0.01495976,-0.01055969,0.09332904,0.2350263,0.1519485,-0.1435791,0.09163221,0.04654125, ,0.05395811,-0.03018193,-0.1728273,-0.09443348,-0.07649341,-0.01974612,-0.04612167,-0.009865939,0.007221047,-0.9633062,-0.0106352,-0.02041588,0.01568355,-0.0497404,0.006229055,0.01878549,-0.04374194, ,0.003558412,-0.04729167,-0.5771012,-0.04657179,0.07732768,0.006866223,0.6579848,-0.01204999,-0.1144961,0.00445271,-0.01276147,0.02855145,-0.02880124,-0.06647305,0.01341955,-0.02256037,-0.004221956, 
5.95499,7.651844,75.90321,15.38665,16.61825,3.467182,82.75591,4.043558,15.54038,148.1841,2.345396,9.823341,34.99753,18.47777,15.21632,11.1916,6.523416, ,0.99865,0.9977714,0.7885305,0.9909988,0.9895028,0.9995423,0.7503655,0.9993775,0.9908183,0.2740929,0.9997905,0.9963279,0.9537234,0.9870275,0.9911967,0.9952345,0.9983801, ,-0.006722397,0.03480921,-0.09610962,-0.1017465,0.09990124,0.02076579,0.01264748,0.03190303,0.06920949,-0.01241298,-0.01160136,0.0759837,0.2991365,0.1388496,-0.1313076,0.09338467,0.03240503, ,0.05125707,-0.0313294,-0.1696462,-0.07785379,-0.07270597,-0.02009958,-0.03590425,-0.006601162,0.007955044,-0.9616171,-0.01207648,-0.00967607,0.004469632,-0.04342418,0.000512179,0.01986059,-0.04581212, ,0.005069749,-0.04753064,-0.5832691,-0.03883133,0.07495256,0.008943328,0.6599262,-0.0135385,-0.11587,0.003400261,-0.01176575,0.03825784,-0.03015132,-0.06791079,0.01694775,-0.01982762,-0.009404991, 
5.527426,7.497461,76.5144,13.78779,15.82132,3.477101,82.78671,3.095509,15.14237,147.404,2.460067,8.067623,38.95805,15.28432,13.96657,10.97389,5.404376, ,0.9988369,0.9978604,0.7852391,0.9927701,0.9904839,0.9995397,0.7501878,0.9996352,0.9912819,0.280633,0.9997696,0.9975227,0.9427636,0.991118,0.9925817,0.995418,0.9988881, ,-0.004086527,0.03418693,-0.08390722,-0.09701402,0.09971781,0.0194355,0.01660419,0.02297945,0.06216226,-0.009947481,-0.01295654,0.05507695,0.3319528,0.1192835,-0.1197546,0.09262734,0.0198907, ,0.04751799,-0.03057761,-0.1679695,-0.06332309,-0.06647283,-0.01960049,-0.02375125,0.000128739,0.008554131,-0.9597558,-0.01286117,7.96E-05,-0.0131195,-0.01325931,-0.00755536,0.01586311,-0.04025127, ,0.007085359,-0.04659319,-0.5900385,-0.03140049,0.06767192,0.01259139,0.6605895,-0.0141972,-0.115857,0.003862609,-0.0112925,0.04376061,-0.02884605,-0.05727843,0.01958208,-0.01765073,-0.01438286, 
5.07118,7.159967,77.23791,12.57331,15.29987,3.522285,82.6948,2.402438,14.59098,146.9565,2.534663,6.663566,41.70766,11.78005,12.91159,10.74092,5.17495, ,0.9990209,0.9980486,0.781314,0.9939865,0.9910999,0.9995276,0.7507179,0.9997802,0.9919044,0.2843793,0.9997554,0.9983097,0.9344916,0.9947207,0.9936589,0.9956104,0.9989805, ,-0.003134634,0.03307681,-0.07284845,-0.09239606,0.1003118,0.01794828,0.02226645,0.01146357,0.05400717,-0.008696167,-0.0146908,0.03386218,0.3550189,0.09420406,-0.110196,0.09103695,0.009154025, ,0.04316002,-0.02874727,-0.163571,-0.05255234,-0.06123804,-0.01783475,-0.009789579,0.009398224,0.009333555,-0.9586525,-0.01146823,0.01448998,-0.01959116,-0.00274426,-0.008911745,0.01436292,-0.04081667, ,0.009197619,-0.04447961,-0.5979014,-0.02630636,0.06251749,0.01744525,0.660175,-0.01482327,-0.1145502,0.006178819,-0.01190922,0.04495718,-0.01741298,-0.0406058,0.02048041,-0.01631085,-0.01698071, 
4.883684,6.951512,77.58371,12.02726,15.27702,3.555465,82.66931,2.488224,14.25765,146.8853,2.564138,6.364462,42.64578,10.45979,12.37908,10.62949,5.618608, ,0.999092,0.9981605,0.7794271,0.994497,0.9911264,0.9995187,0.7508648,0.9997643,0.9922696,0.2849747,0.9997497,0.998458,0.931546,0.995837,0.9941707,0.9957009,0.9987982, ,-0.003081177,0.03242288,-0.06825103,-0.08947089,0.1010141,0.01701506,0.02539574,0.006361307,0.04858191,-0.008784207,-0.01545502,0.02392941,0.3629632,0.0830896,-0.1056237,0.08967768,0.004618603, ,0.04120319,-0.02747291,-0.1598097,-0.04846688,-0.05990385,-0.01666357,-0.001893005,0.01399421,0.01017245,-0.9584643,-0.01001144,0.02461183,-0.02006221,-0.004100016,-0.007614946,0.01718119,-0.04533533, ,0.01039647,-0.04323791,-0.6019104,-0.02493437,0.06225841,0.01988089,0.6599649,-0.0153328,-0.1137423,0.007641943,-0.01270977,0.04362634,-0.008792958,-0.03725769,0.02025707,-0.0155715,-0.01804505, 
4.714012,6.738477,77.88218,11.45914,15.39991,3.631061,82.58064,2.769878,13.90988,146.9481,2.580873,6.432875,43.27663,9.447951,11.76726,10.49786,6.050219, ,0.999154,0.9982715,0.7777926,0.9950042,0.9909833,0.999498,0.7513757,0.9997079,0.9926417,0.28445,0.9997464,0.9984247,0.9295301,0.996603,0.9947321,0.9958066,0.9986065, ,-0.003036451,0.03186629,-0.06421615,-0.08574777,0.1018352,0.01618658,0.02879573,0.00205563,0.04208882,-0.009460915,-0.01589468,0.01466261,0.3680955,0.07418815,-0.1004326,0.08807445,0.000260124, ,0.03931648,-0.02606463,-0.1550583,-0.04503049,-0.05976117,-0.01526528,0.006790376,0.01840298,0.01147866,-0.9586038,-0.007946352,0.03525155,-0.02187712,-0.005408977,-0.005439585,0.01956509,-0.04914668, ,0.01167795,-0.04194261,-0.6056995,-0.02421384,0.06332719,0.02255568,0.659211,-0.01553613,-0.1129569,0.008800042,-0.01383712,0.04111624,-0.000952566,-0.03534532,0.01978982,-0.01514179,-0.01922465, 
4.444222,6.284352,78.30869,10.14987,15.9484,3.820782,82.49873,3.507586,13.30556,147.3218,2.699174,7.207176,43.70107,8.01932,10.39364,10.09606,6.623605, ,0.999248,0.9984966,0.7754478,0.9960799,0.9903306,0.9994442,0.7518471,0.9995316,0.9932665,0.2813216,0.9997226,0.9980228,0.9281579,0.9975523,0.9958894,0.9961213,0.9983299, ,-0.002778424,0.03075263,-0.05689643,-0.07489586,0.104012,0.01502869,0.03599241,-0.004423156,0.02828015,-0.01217921,-0.01621171,-0.00316655,0.3709062,0.06195753,-0.08869016,0.08421566,-0.008351389, ,0.0359428,-0.02320495,-0.1429889,-0.04011259,-0.06160045,-0.01203771,0.02752803,0.02540151,0.01529116,-0.9594781,-0.002730776,0.05276943,-0.0296311,-0.003837523,-0.001036937,0.02053108,-0.05274665, ,0.01427595,-0.03899259,-0.6123706,-0.02462808,0.06805921,0.02721523,0.6577786,-0.01649016,-0.111302,0.01056405,-0.01686777,0.03399822,0.008571855,-0.03218738,0.01836388,-0.01512037,-0.02203303, 
4.205647,5.806393,78.51209,8.644194,16.52422,4.071149,82.43378,4.29753,12.81605,147.7528,2.9882,7.755957,43.26361,6.956017,8.876534,9.457566,6.796339, ,0.9993266,0.9987165,0.7743259,0.9971561,0.989621,0.999369,0.7522207,0.9992968,0.9937523,0.2777101,0.99966,0.9977103,0.929572,0.9981582,0.9970013,0.9965961,0.9982417, ,-0.002102161,0.02938871,-0.04921313,-0.05990582,0.1067685,0.01445802,0.0429613,-0.009380282,0.01827402,-0.01562947,-0.01613436,-0.02121521,0.3669161,0.05244244,-0.07564039,0.07864606,-0.01586354, ,0.03282914,-0.02064233,-0.1292163,-0.03722181,-0.06348369,-0.008863976,0.05098303,0.03155476,0.01891008,-0.9604648,0.00269636,0.05843789,-0.03447158,0.002340163,0.001429417,0.02001826,-0.05108112, ,0.01625779,-0.03571444,-0.6174955,-0.02656059,0.07225323,0.03120985,0.6555297,-0.01795156,-0.108466,0.0118423,-0.02030467,0.02662811,0.008959247,-0.03040797,0.016279,-0.01450552,-0.02554633, 
3.942592,5.305978,78.54044,7.37486,16.85423,4.363514,82.13552,5.466175,12.33434,148.173,3.418525,7.786496,42.15516,5.732427,7.383882,8.721698,7.128505, ,0.9994082,0.9989282,0.7741693,0.9979298,0.9892031,0.9992751,0.7539332,0.9988625,0.9942127,0.2741861,0.9995551,0.9976923,0.9330943,0.998749,0.9979247,0.9971049,0.9980657, ,-0.000878858,0.02783493,-0.03996351,-0.04474157,0.110241,0.01448655,0.04730546,-0.01496764,0.01542598,-0.01884094,-0.01622068,-0.04012008,0.3584203,0.0399183,-0.06290945,0.07135211,-0.02217928, ,0.02972749,-0.01844198,-0.115426,-0.03572097,-0.06364255,-0.00538519,0.07178492,0.04118896,0.02098891,-0.9614,0.008002596,0.05065984,-0.02943022,0.0113298,0.002597445,0.022659,-0.05106432, ,0.01728697,-0.03205695,-0.621081,-0.02929968,0.07262086,0.03479197,0.6513017,-0.01879093,-0.1042241,0.01330275,-0.02371999,0.02083559,0.001947243,-0.02790389,0.01349166,-0.01330866,-0.02766567, 
3.846511,5.037411,78.53679,6.894384,16.92014,4.520028,81.86494,6.21229,12.17011,148.394,3.659194,7.888041,41.41556,5.176916,6.651803,8.38613,7.39088, ,0.9994367,0.9990339,0.7741895,0.9981906,0.9891186,0.9992222,0.7554823,0.9985309,0.9943656,0.2723307,0.9994902,0.9976317,0.935396,0.9989797,0.9983157,0.9973233,0.9979208, ,-0.00019563,0.02692615,-0.03507551,-0.03788476,0.1119219,0.01438604,0.04857974,-0.01854427,0.01494451,-0.02020741,-0.0163345,-0.05011629,0.3527969,0.03249536,-0.05665482,0.0672163,-0.02474756, ,0.0285489,-0.01735342,-0.1085978,-0.03513133,-0.06320398,-0.003344033,0.08067492,0.0474619,0.02177922,-0.9618874,0.01050494,0.04346642,-0.02369462,0.01708165,0.002666228,0.02566823,-0.05238561, ,0.01764399,-0.030084,-0.6225809,-0.03075643,0.0715758,0.03656453,0.6483657,-0.01842942,-0.1026611,0.01415584,-0.02534171,0.01816941,-0.00270731,-0.02630422,0.01220241,-0.01301492,-0.02824023, 
3.743997,4.771294,78.53111,6.505505,16.92756,4.691037,81.51814,7.045623,12.05728,148.6402,3.912895,8.230652,40.50869,4.870359,5.953807,8.092152,7.613053, ,0.9994663,0.9991333,0.7742209,0.9983889,0.9891091,0.9991622,0.7574617,0.9981104,0.9944695,0.2702623,0.9994171,0.9974216,0.9381651,0.9990969,0.9986506,0.9975076,0.9977939, ,0.000516267,0.02601964,-0.03017585,-0.03161224,0.1132405,0.01412355,0.04953743,-0.02222225,0.01333575,-0.02135804,-0.01661289,-0.06046204,0.3457509,0.02559055,-0.05070118,0.06317638,-0.02744136, ,0.02738952,-0.01619402,-0.1019039,-0.03442575,-0.06266507,-0.001260175,0.0886861,0.05449526,0.02244174,-0.9624294,0.01301983,0.03534249,-0.01600102,0.02277714,0.002608082,0.02862097,-0.05324552, ,0.01779571,-0.02816808,-0.6239287,-0.03217297,0.07009248,0.0383908,0.6449285,-0.0176664,-0.1017299,0.01522502,-0.02683323,0.0156619,-0.006827585,-0.02513375,0.0109406,-0.01297129,-0.02862243, 
3.580476,4.248798,78.57796,5.935498,16.89868,5.092903,80.67088,8.794959,11.96536,149.1849,4.459521,11.2975,40.16218,4.849094,4.773427,7.515512,7.948975, ,0.9995119,0.9993127,0.773962,0.9986588,0.9891462,0.9990125,0.7622681,0.9970561,0.9945534,0.2656834,0.9992428,0.995144,0.9392076,0.9991048,0.9991325,0.9978501,0.997595, ,0.001510107,0.02419238,-0.02117208,-0.02095849,0.1154981,0.01358465,0.0498821,-0.02776611,0.004436738,-0.02321238,-0.01772435,-0.09819673,0.3423002,0.01712361,-0.04067216,0.05598981,-0.03288979, ,0.02543333,-0.01382044,-0.08896988,-0.03233529,-0.06154173,0.002816354,0.1034039,0.06967888,0.02383443,-0.9636047,0.01802114,0.001038329,0.02440173,0.02989901,0.002958363,0.0314873,-0.05342014, ,0.01807839,-0.02445256,-0.6265932,-0.03457824,0.06680344,0.04220782,0.6369982,-0.01590685,-0.101369,0.01842885,-0.02957677,0.006691945,-0.01114657,-0.02454605,0.008445254,-0.01299982,-0.0294759, 
3.476201,3.745461,78.73409,5.505426,16.96099,5.504714,79.81849,10.50368,12.05845,149.7341,4.967608,13.22716,37.24555,4.824977,3.835301,7.127845,8.262191, ,0.9995399,0.9994659,0.7730985,0.9988461,0.9890661,0.9988464,0.7670617,0.995802,0.9944685,0.2610597,0.9990605,0.9933455,0.9476416,0.9991137,0.99944,0.9980661,0.9974018, ,0.001817115,0.02258794,-0.01357571,-0.01187666,0.1179385,0.01335613,0.04814697,-0.03059597,-0.008962385,-0.02502005,-0.01855191,-0.1149757,0.3157846,0.01261545,-0.03274802,0.05122085,-0.03846483, ,0.02399163,-0.01099669,-0.07672989,-0.02925894,-0.06029135,0.006666751,0.1177553,0.08495393,0.0265668,-0.9647586,0.02244962,-0.006654845,0.04700076,0.0309244,0.003234013,0.03298297,-0.05215028, ,0.01846815,-0.02090106,-0.6294815,-0.03618465,0.06483663,0.04564108,0.6288339,-0.0150063,-0.1012247,0.02151159,-0.03209524,0.001058182,-0.006821157,-0.0256212,0.006077737,-0.01235794,-0.03147015, 
